subject	mean_fd_ses01	max_fd_ses01	pct_above_03_ses01	pct_above_05_ses01	mean_fd_ses02	max_fd_ses02	pct_above_03_ses02	pct_above_05_ses02	worst_session_pct_above_03	mean_pct_above_03	worst_session_pct_above_05	mean_pct_above_05
sub-01	0.2157147995221757	0.5200831367	22.083333333333332	0.4166666666666667	0.2010033744970707	0.7303925800000001	17.083333333333332	1.25	22.083333333333332	19.583333333333332	1.25	0.8333333333333334
sub-02	0.1302721244073639	0.45564850599999995	1.25	0.0	0.2099895194113793	0.7192459999999999	15.416666666666666	1.6666666666666667	15.416666666666666	8.333333333333332	1.6666666666666667	0.8333333333333334
sub-03	0.18217113048953973	1.3523818899999946	10.416666666666666	3.3333333333333335	0.2471974769790795	1.836961172999995	19.583333333333332	9.166666666666666	19.583333333333332	15.0	9.166666666666666	6.25
sub-04	0.18228902018828436	0.795546049999995	12.083333333333334	1.6666666666666667	0.1944579042234312	1.02975717	13.333333333333334	0.8333333333333334	13.333333333333334	12.708333333333334	1.6666666666666667	1.25
sub-05	0.25190222208469837	0.6037723	30.833333333333332	3.3333333333333335	0.25445372902175717	0.64561632	31.25	2.9166666666666665	31.25	31.041666666666664	3.3333333333333335	3.125
sub-06	0.35019846323012555	1.786347811	51.25	15.833333333333334	0.26987800289205005	1.080009649999995	37.916666666666664	3.75	51.25	44.58333333333333	15.833333333333334	9.791666666666668
sub-07	0.2011838646533891	0.469766249999995	15.0	0.0	0.27618617634309617	0.6627994999999999	36.666666666666664	6.666666666666667	36.666666666666664	25.833333333333332	6.666666666666667	3.3333333333333335
sub-08	0.1827637761631795	0.463013099999995	15.0	0.0	0.4848089200585772	4.264175595	50.416666666666664	26.25	50.416666666666664	32.70833333333333	26.25	13.125
sub-09	0.1708458285619247	0.38142864349999994	10.0	0.0	0.17123264683974876	0.41322565099999997	7.916666666666667	0.0	10.0	8.958333333333334	0.0	0.0
sub-10	0.27643044567363995	0.67780019	39.166666666666664	4.166666666666667	0.29662241788200827	0.6642660000000001	47.916666666666664	4.166666666666667	47.916666666666664	43.541666666666664	4.166666666666667	4.166666666666667
sub-11	0.31590988003347265	0.7700344999999948	49.166666666666664	8.75	0.2541848256326361	0.7584042099999997	32.5	2.9166666666666665	49.166666666666664	40.83333333333333	8.75	5.833333333333333
sub-12	0.48184610732334715	0.937102595	80.83333333333333	45.833333333333336	0.48476409474058574	0.8694134899999999	85.83333333333333	44.583333333333336	85.83333333333333	83.33333333333333	45.833333333333336	45.208333333333336
sub-13	0.19451828707698754	0.50962195	15.416666666666666	0.4166666666666667	0.22359764123849382	0.541119700000005	21.25	0.8333333333333334	21.25	18.333333333333332	0.8333333333333334	0.625
sub-14	0.13022142822803337	0.37875287499999993	2.5	0.0	0.11629139871799171	0.3512695805	1.25	0.0	2.5	1.875	0.0	0.0
sub-15	0.2788715582744768	0.92315368	41.25	3.3333333333333335	0.31933917710041837	1.184740999999995	43.75	13.333333333333334	43.75	42.5	13.333333333333334	8.333333333333334
sub-16	0.24604625082008358	0.6123192000000002	32.916666666666664	3.3333333333333335	0.24427586117154834	0.6036277000000001	32.916666666666664	1.25	32.916666666666664	32.916666666666664	3.3333333333333335	2.291666666666667
sub-17	0.2657108816606694	0.6434035000000048	39.166666666666664	1.6666666666666667	0.2527978271855229	0.547178495	35.0	1.25	39.166666666666664	37.08333333333333	1.6666666666666667	1.4583333333333335
sub-18	0.12011245518828467	0.29568945	0.0	0.0	0.1251572041631798	0.39965789499999504	0.8333333333333334	0.0	0.8333333333333334	0.4166666666666667	0.0	0.0
sub-19	0.16262861702092027	0.7087341749999951	5.416666666666667	0.4166666666666667	0.1995013021943933	0.47633155	18.75	0.0	18.75	12.083333333333334	0.4166666666666667	0.20833333333333334
sub-20	0.18992107439330522	0.5879949999999998	12.083333333333334	0.4166666666666667	0.21405574556485366	0.5664271999999997	18.75	1.25	18.75	15.416666666666668	1.25	0.8333333333333334
sub-21	0.32637469935146446	0.8050733999999999	48.333333333333336	16.25	0.27040061956903755	0.82859939	34.583333333333336	6.25	48.333333333333336	41.458333333333336	16.25	11.25
sub-22	0.21010783989029275	0.4711640200000001	19.166666666666668	0.0	0.2639940413732215	0.67846224	32.083333333333336	2.0833333333333335	32.083333333333336	25.625	2.0833333333333335	1.0416666666666667
sub-23	0.22054027740711304	0.9048467000000001	19.583333333333332	3.3333333333333335	0.1989182476832635	0.62387991	16.666666666666668	1.25	19.583333333333332	18.125	3.3333333333333335	2.291666666666667
sub-24	0.27843209705439315	0.787477135	32.5	12.5	0.2471567273891215	0.731823925	31.666666666666668	2.5	32.5	32.083333333333336	12.5	7.5
sub-25	0.2242046235062761	0.7524727954999999	26.666666666666668	2.0833333333333335	0.15402287635564854	0.387375450000005	3.75	0.0	26.666666666666668	15.208333333333334	2.0833333333333335	1.0416666666666667
sub-26	0.3527032444010041	1.276667565	56.25	22.5	0.24958912157154825	1.1886898500000003	30.0	4.583333333333333	56.25	43.125	22.5	13.541666666666666
sub-27	0.19431354167782383	0.581918735	18.75	0.4166666666666667	0.16088529443514626	1.0974976900000002	5.416666666666667	1.6666666666666667	18.75	12.083333333333334	1.6666666666666667	1.0416666666666667
sub-28	0.18002738361087858	0.55047097	9.166666666666666	0.4166666666666667	0.15218211348117155	0.57281464	4.166666666666667	0.8333333333333334	9.166666666666666	6.666666666666666	0.8333333333333334	0.625
sub-29	0.24322865974058602	0.697587300000005	32.5	3.75	0.26388311402761494	0.59286487	35.833333333333336	2.9166666666666665	35.833333333333336	34.16666666666667	3.75	3.333333333333333
sub-30	0.2745929681380751	0.6149659999999999	40.0	2.5	0.21742048675313813	0.49506174999999986	21.25	0.0	40.0	30.625	2.5	1.25
sub-31	0.20424790305598314	0.5299474000000001	15.0	0.4166666666666667	0.17643379685355634	0.5552800950000001	5.833333333333333	0.4166666666666667	15.0	10.416666666666666	0.4166666666666667	0.4166666666666667
sub-32	0.14445683731673656	0.446682735	5.0	0.0	0.21432880682008376	0.5335049000000001	13.333333333333334	0.8333333333333334	13.333333333333334	9.166666666666668	0.8333333333333334	0.4166666666666667
sub-33	0.30145831240167353	1.9010511499999998	42.083333333333336	13.333333333333334	0.3133529762891214	0.8179275799999998	49.583333333333336	10.833333333333334	49.583333333333336	45.833333333333336	13.333333333333334	12.083333333333334
sub-34	0.29813239451046	4.7491467	35.0	4.583333333333333	0.20325458166527177	0.9034289	14.166666666666666	1.25	35.0	24.583333333333332	4.583333333333333	2.9166666666666665
sub-35	0.2123586316453137	1.725316587	14.583333333333334	0.8333333333333334	0.16821512034979072	0.6917020349999999	6.666666666666667	2.0833333333333335	14.583333333333334	10.625	2.0833333333333335	1.4583333333333335
sub-36	0.2324339837782427	0.581927500000005	26.25	0.8333333333333334	0.3129430083179914	0.785164369999995	52.083333333333336	7.916666666666667	52.083333333333336	39.16666666666667	7.916666666666667	4.375
sub-37	0.16960758718384936	0.42321868500000004	7.5	0.0	0.20767998727029272	0.47956350000000003	17.916666666666668	0.0	17.916666666666668	12.708333333333334	0.0	0.0
sub-38	0.21686632708535564	2.2548494999999997	15.416666666666666	2.9166666666666665	0.18942059372041845	1.006051949999995	9.583333333333334	0.4166666666666667	15.416666666666666	12.5	2.9166666666666665	1.6666666666666665
sub-39	0.1789697502072805	0.48537060000000004	10.0	0.0	0.16036345957071121	0.38262045	4.583333333333333	0.0	10.0	7.291666666666666	0.0	0.0
sub-40	0.1546749466820084	0.40341944999999496	2.9166666666666665	0.0	0.13951322074895386	0.4173308399999999	3.3333333333333335	0.0	3.3333333333333335	3.125	0.0	0.0
