"layer","n_verum","n_placebo","observed_diff","sw_p_verum","sw_p_placebo","test1_method","test1_stat","test1_p_raw","test1_p_fdr","perm_p_raw","perm_p_fdr"
"visual",17,18,0.0877757637060287,0.929611991258524,0.892956979966022,"Welch t-test",0.763940805646996,0.450938198160305,0.676407297240457,0.449255074492551,0.673882611738826
"auditory",17,18,0.0188510039847918,0.325604116932163,0.136830561057527,"Welch t-test",0.187817978797705,0.852170069372179,0.852170069372179,0.848915108489151,0.848915108489151
"motor",17,18,0.0436110231013653,0.18428405520779,0.982461073821362,"Welch t-test",0.476728452630109,0.636726617215161,0.764071940658193,0.637136286371363,0.764563543645635
"extero",17,18,0.141128130468878,0.378360011001947,0.82705241284299,"Welch t-test",1.7084932790744,0.0978075711902991,0.32616722759304,0.100989901009899,0.317968203179682
"intero",16,18,0.0714115375970002,0.764292708792355,0.628296689683789,"Welch t-test",1.00394198606722,0.324414892525087,0.648829785050173,0.33956604339566,0.673882611738826
"mental",17,18,0.139760834167427,0.983559857789476,0.614286285121146,"Welch t-test",1.64901323146912,0.10872240919768,0.32616722759304,0.105989401059894,0.317968203179682
