"layer","obs_diff_full","test1_p_full","test1_pfdr_full","perm_p_full","perm_pfdr_full","obs_diff_sd25","test1_p_sd25","test1_pfdr_sd25","perm_p_sd25","perm_pfdr_sd25","obs_diff_iqr","test1_p_iqr","test1_pfdr_iqr","perm_p_iqr","perm_pfdr_iqr"
"visual",0.0877757637060287,0.450938198160305,0.676407297240457,0.449255074492551,0.673882611738826,0.0877757637060287,0.450938198160305,0.676407297240457,0.449255074492551,0.673882611738826,0.0877757637060287,0.450938198160305,0.67907390403767,0.449255074492551,0.68003199680032
"auditory",0.0188510039847918,0.852170069372179,0.852170069372179,0.848915108489151,0.848915108489151,0.0188510039847918,0.852170069372179,0.852170069372179,0.848915108489151,0.848915108489151,0.0611534146542455,0.452715936025113,0.67907390403767,0.453354664533547,0.68003199680032
"motor",0.0436110231013653,0.636726617215161,0.764071940658193,0.637136286371363,0.764563543645635,0.0436110231013653,0.636726617215161,0.764071940658193,0.637136286371363,0.764563543645635,0.0153511096086187,0.84988051413342,0.84988051413342,0.849215078492151,0.849215078492151
"extero",0.141128130468878,0.0978075711902991,0.32616722759304,0.100989901009899,0.317668233176682,0.141128130468878,0.0978075711902991,0.32616722759304,0.100989901009899,0.317968203179682,0.107286928871856,0.179867741589532,0.582914112029604,0.181381861813819,0.582841715828417
"intero",0.099694496165369,0.19707636512591,0.394152730251821,0.203079692030797,0.406159384061594,0.0714115375970002,0.324414892525087,0.648829785050173,0.33956604339566,0.673882611738826,0.0348422631906228,0.587587846297877,0.705105415557453,0.594540545945406,0.713448655134487
"mental",0.139760834167427,0.10872240919768,0.32616722759304,0.105889411058894,0.317668233176682,0.139760834167427,0.10872240919768,0.32616722759304,0.105989401059894,0.317968203179682,0.10632112008298,0.194304704009868,0.582914112029604,0.194280571942806,0.582841715828417
