"layer","obs_diff_full","test1_p_full","test1_pfdr_full","perm_p_full","perm_pfdr_full","obs_diff_sd25","test1_p_sd25","test1_pfdr_sd25","perm_p_sd25","perm_pfdr_sd25","obs_diff_iqr","test1_p_iqr","test1_pfdr_iqr","perm_p_iqr","perm_pfdr_iqr"
"visual",0.0524663283735428,0.661621686170925,0.986833540317941,0.657834216578342,0.986751324867513,0.0524663283735428,0.661621686170925,0.986833540317941,0.657834216578342,0.986751324867513,0.0524663283735428,0.661621686170925,0.79394602340511,0.657834216578342,0.789401059894011
"auditory",0.000565954064335926,0.986833540317941,0.986833540317941,0.995200479952005,0.995200479952005,0.000565954064335926,0.986833540317941,0.986833540317941,0.995200479952005,0.995200479952005,0.0853578856457357,0.335899585214721,0.556852729237889,0.344065593440656,0.563343665633437
"motor",0.0115756824507321,0.904258860523011,0.986833540317941,0.903909609039096,0.995200479952005,0.0115756824507321,0.904258860523011,0.986833540317941,0.903909609039096,0.995200479952005,0.0115756824507321,0.904258860523011,0.904258860523011,0.904109589041096,0.904109589041096
"extero",0.134829490622759,0.116789982620816,0.403002913098949,0.122387761223878,0.417958204179582,0.134829490622759,0.116789982620816,0.403002913098949,0.122387761223878,0.417958204179582,0.0706094440796534,0.349194595380313,0.556852729237889,0.359364063593641,0.563343665633437
"intero",0.0999531511587825,0.201501456549474,0.403002913098949,0.208979102089791,0.417958204179582,0.0999531511587825,0.201501456549474,0.403002913098949,0.208979102089791,0.417958204179582,0.0629192911619122,0.371235152825259,0.556852729237889,0.375562443755624,0.563343665633437
"mental",0.128704219562384,0.145007759409608,0.403002913098949,0.143985601439856,0.417958204179582,0.128704219562384,0.145007759409608,0.403002913098949,0.143985601439856,0.417958204179582,0.0959462215557627,0.250575943994187,0.556852729237889,0.251874812518748,0.563343665633437
