"contrast","group","self_layer","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"(ses-02) - (ses-01)","placebo","somatomotor",0.0947325092392466,0.0138185602845074,9405.99976672776,0.0676451431669023,0.121819875311591,6.85545435188756,7.55559683668343e-12
"(ses-02) - (ses-01)","verum","somatomotor",0.12382580733593,0.0142192995278549,9405.99983378489,0.0959529056969083,0.151698708974951,8.70829164920267,3.60578683922068e-18
"(ses-02) - (ses-01)","placebo","Interoception",-0.0260366332769149,0.0416586357331888,9405.99863572654,-0.107696566943226,0.0556233003893962,-0.62499966258309,0.531986440756192
"(ses-02) - (ses-01)","verum","Interoception",0.0726436001764863,0.0428663825232542,9405.99863603637,-0.0113837783431341,0.156670978696107,1.69465198368625,0.090174561765928
"(ses-02) - (ses-01)","placebo","Exteroception",-0.0187461539144645,0.0345415160012698,9405.99863568474,-0.0864549940085808,0.0489626861796518,-0.542713698894262,0.587339799462645
"(ses-02) - (ses-01)","verum","Exteroception",0.116073940734662,0.0355429267373706,9405.99863586331,0.0464021190679744,0.18574576240135,3.26573952652637,0.00109569390866844
"(ses-02) - (ses-01)","placebo","Cognition",-0.0441419536985604,0.0436919457596657,9405.9986356687,-0.129787614668775,0.0415037072716544,-1.01029956279288,0.312377778591537
"(ses-02) - (ses-01)","verum","Cognition",0.121102777126049,0.0449586412794354,9405.99863617822,0.0329741190461284,0.209231435205969,2.69364851071339,0.00708000179886595
