"contrast1","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value","avg_flat_b","avg_flat_p"
"((ses-02) - (ses-01) verum) - ((ses-02) - (ses-01) placebo)","Interoception - nonself",-0.0235213152183185,0.052701842061467,21243.998458154,-0.12682091300772,0.0797782825710834,-0.446309166781783,0.655378484514742,-0.00366675583874093,0.909052363763582
"((ses-02) - (ses-01) verum) - ((ses-02) - (ses-01) placebo)","Exteroception - nonself",0.045781250082341,0.0494731860332867,21243.9984383902,-0.0511899376161556,0.142752437780838,0.925375011254346,0.35478138394207,NA,NA
"((ses-02) - (ses-01) verum) - ((ses-02) - (ses-01) placebo)","Cognition - nonself",-0.0332602023802454,0.0567215554310879,21243.998446526,-0.144438742500096,0.077918337739605,-0.586376768540027,0.557628582596478,NA,NA
