subject	session	layer	n_rois	n_timepoints	status	elapsed_sec	timestamp
sub-33	ses-02	Auditory	14	240	DONE	6.2	2026-06-22T11:03:01
sub-34	ses-01	Interoception	11	240	DONE	7.0	2026-06-22T11:03:08
sub-34	ses-01	Exteroception	14	240	DONE	7.0	2026-06-22T11:03:08
sub-34	ses-01	Cognition	12	240	DONE	7.0	2026-06-22T11:03:08
sub-34	ses-01	Visual	55	240	DONE	7.1	2026-06-22T11:03:08
sub-34	ses-01	Motor	36	240	DONE	7.1	2026-06-22T11:03:08
sub-34	ses-01	Auditory	14	240	DONE	7.1	2026-06-22T11:03:08
sub-34	ses-02	Interoception	11	240	DONE	6.3	2026-06-22T11:03:15
sub-34	ses-02	Exteroception	14	240	DONE	6.3	2026-06-22T11:03:15
sub-34	ses-02	Cognition	12	240	DONE	6.3	2026-06-22T11:03:15
sub-34	ses-02	Visual	55	240	DONE	6.4	2026-06-22T11:03:15
sub-34	ses-02	Motor	36	240	DONE	6.4	2026-06-22T11:03:15
sub-34	ses-02	Auditory	14	240	DONE	6.4	2026-06-22T11:03:15
sub-35	ses-01	Interoception	11	240	DONE	6.3	2026-06-22T11:03:21
sub-35	ses-01	Exteroception	14	240	DONE	6.3	2026-06-22T11:03:21
sub-35	ses-01	Cognition	12	240	DONE	6.3	2026-06-22T11:03:21
sub-35	ses-01	Visual	55	240	DONE	6.3	2026-06-22T11:03:21
sub-35	ses-01	Motor	36	240	DONE	6.4	2026-06-22T11:03:21
sub-35	ses-01	Auditory	14	240	DONE	6.4	2026-06-22T11:03:21
sub-35	ses-02	Interoception	11	240	DONE	6.6	2026-06-22T11:03:28
sub-35	ses-02	Exteroception	14	240	DONE	6.6	2026-06-22T11:03:28
sub-35	ses-02	Cognition	12	240	DONE	6.6	2026-06-22T11:03:28
sub-35	ses-02	Visual	55	240	DONE	6.6	2026-06-22T11:03:28
sub-35	ses-02	Motor	36	240	DONE	6.7	2026-06-22T11:03:28
sub-35	ses-02	Auditory	14	240	DONE	6.7	2026-06-22T11:03:28
sub-37	ses-01	Interoception	11	240	DONE	6.9	2026-06-22T11:03:35
sub-37	ses-01	Exteroception	14	240	DONE	6.9	2026-06-22T11:03:35
sub-37	ses-01	Cognition	12	240	DONE	6.9	2026-06-22T11:03:35
sub-37	ses-01	Visual	55	240	DONE	7.0	2026-06-22T11:03:35
sub-37	ses-01	Motor	36	240	DONE	7.0	2026-06-22T11:03:35
sub-37	ses-01	Auditory	14	240	DONE	7.0	2026-06-22T11:03:35
sub-37	ses-02	Interoception	11	240	DONE	6.3	2026-06-22T11:03:41
sub-37	ses-02	Exteroception	14	240	DONE	6.3	2026-06-22T11:03:41
sub-37	ses-02	Cognition	12	240	DONE	6.3	2026-06-22T11:03:41
sub-37	ses-02	Visual	55	240	DONE	6.3	2026-06-22T11:03:41
sub-37	ses-02	Motor	36	240	DONE	6.4	2026-06-22T11:03:41
sub-37	ses-02	Auditory	14	240	DONE	6.4	2026-06-22T11:03:41
sub-38	ses-01	Interoception	11	240	DONE	6.7	2026-06-22T11:03:48
sub-38	ses-01	Exteroception	14	240	DONE	6.7	2026-06-22T11:03:48
sub-38	ses-01	Cognition	12	240	DONE	6.7	2026-06-22T11:03:48
sub-38	ses-01	Visual	55	240	DONE	6.7	2026-06-22T11:03:48
sub-38	ses-01	Motor	36	240	DONE	6.8	2026-06-22T11:03:48
sub-38	ses-01	Auditory	14	240	DONE	6.8	2026-06-22T11:03:48
sub-38	ses-02	Interoception	11	240	DONE	6.3	2026-06-22T11:03:54
sub-38	ses-02	Exteroception	14	240	DONE	6.4	2026-06-22T11:03:54
sub-38	ses-02	Cognition	12	240	DONE	6.4	2026-06-22T11:03:54
sub-38	ses-02	Visual	55	240	DONE	6.4	2026-06-22T11:03:54
sub-38	ses-02	Motor	36	240	DONE	6.5	2026-06-22T11:03:55
sub-38	ses-02	Auditory	14	240	DONE	6.5	2026-06-22T11:03:55
sub-39	ses-01	Interoception	11	240	DONE	6.3	2026-06-22T11:04:01
sub-39	ses-01	Exteroception	14	240	DONE	6.4	2026-06-22T11:04:01
sub-39	ses-01	Cognition	12	240	DONE	6.4	2026-06-22T11:04:01
sub-39	ses-01	Visual	55	240	DONE	6.4	2026-06-22T11:04:01
sub-39	ses-01	Motor	36	240	DONE	6.5	2026-06-22T11:04:01
sub-39	ses-01	Auditory	14	240	DONE	6.5	2026-06-22T11:04:01
sub-39	ses-02	Interoception	11	240	DONE	6.6	2026-06-22T11:04:08
sub-39	ses-02	Exteroception	14	240	DONE	6.7	2026-06-22T11:04:08
sub-39	ses-02	Cognition	12	240	DONE	6.7	2026-06-22T11:04:08
sub-39	ses-02	Visual	55	240	DONE	6.7	2026-06-22T11:04:08
sub-39	ses-02	Motor	36	240	DONE	6.7	2026-06-22T11:04:08
sub-39	ses-02	Auditory	14	240	DONE	6.8	2026-06-22T11:04:08
sub-40	ses-01	Interoception	11	240	DONE	6.1	2026-06-22T11:04:14
sub-40	ses-01	Exteroception	14	240	DONE	6.1	2026-06-22T11:04:14
sub-40	ses-01	Cognition	12	240	DONE	6.2	2026-06-22T11:04:14
sub-40	ses-01	Visual	55	240	DONE	6.2	2026-06-22T11:04:14
sub-40	ses-01	Motor	36	240	DONE	6.2	2026-06-22T11:04:14
sub-40	ses-01	Auditory	14	240	DONE	6.2	2026-06-22T11:04:14
sub-40	ses-02	Interoception	11	240	DONE	6.3	2026-06-22T11:04:20
sub-40	ses-02	Exteroception	14	240	DONE	6.3	2026-06-22T11:04:20
sub-40	ses-02	Cognition	12	240	DONE	6.3	2026-06-22T11:04:20
sub-40	ses-02	Visual	55	240	DONE	6.4	2026-06-22T11:04:20
sub-40	ses-02	Motor	36	240	DONE	6.4	2026-06-22T11:04:20
sub-40	ses-02	Auditory	14	240	DONE	6.4	2026-06-22T11:04:20
sub-06	ses-01	ALL			FAILED: BOLD not found: /BICNAS2/group-northoff/jkokino/codes/har_med_codes/01_preprocessing/02_denoising/results/sub-06_ses-01_task-rest_desc-denoisedNoGSR_bold.nii.gz	0.0	2026-06-23T19:03:23
sub-06	ses-02	ALL			FAILED: BOLD not found: /BICNAS2/group-northoff/jkokino/codes/har_med_codes/01_preprocessing/02_denoising/results/sub-06_ses-02_task-rest_desc-denoisedNoGSR_bold.nii.gz	0.0	2026-06-23T19:03:23
sub-08	ses-01	ALL			FAILED: BOLD not found: /BICNAS2/group-northoff/jkokino/codes/har_med_codes/01_preprocessing/02_denoising/results/sub-08_ses-01_task-rest_desc-denoisedNoGSR_bold.nii.gz	0.0	2026-06-23T19:03:23
sub-08	ses-02	ALL			FAILED: BOLD not found: /BICNAS2/group-northoff/jkokino/codes/har_med_codes/01_preprocessing/02_denoising/results/sub-08_ses-02_task-rest_desc-denoisedNoGSR_bold.nii.gz	0.0	2026-06-23T19:03:23
sub-26	ses-01	ALL			FAILED: BOLD not found: /BICNAS2/group-northoff/jkokino/codes/har_med_codes/01_preprocessing/02_denoising/results/sub-26_ses-01_task-rest_desc-denoisedNoGSR_bold.nii.gz	0.0	2026-06-23T19:03:23
sub-26	ses-02	ALL			FAILED: BOLD not found: /BICNAS2/group-northoff/jkokino/codes/har_med_codes/01_preprocessing/02_denoising/results/sub-26_ses-02_task-rest_desc-denoisedNoGSR_bold.nii.gz	0.0	2026-06-23T19:03:23
sub-36	ses-01	ALL			FAILED: BOLD not found: /BICNAS2/group-northoff/jkokino/codes/har_med_codes/01_preprocessing/02_denoising/results/sub-36_ses-01_task-rest_desc-denoisedNoGSR_bold.nii.gz	0.0	2026-06-23T19:03:23
sub-36	ses-02	ALL			FAILED: BOLD not found: /BICNAS2/group-northoff/jkokino/codes/har_med_codes/01_preprocessing/02_denoising/results/sub-36_ses-02_task-rest_desc-denoisedNoGSR_bold.nii.gz	0.0	2026-06-23T19:03:23
sub-06	ses-01	Interoception	11	240	DONE	6.5	2026-06-24T14:42:51
sub-06	ses-01	Exteroception	14	240	DONE	6.7	2026-06-24T14:42:51
sub-06	ses-01	Cognition	12	240	DONE	6.7	2026-06-24T14:42:51
sub-06	ses-01	Visual	55	240	DONE	6.7	2026-06-24T14:42:52
sub-06	ses-01	Motor	36	240	DONE	6.8	2026-06-24T14:42:52
sub-06	ses-01	Auditory	14	240	DONE	6.8	2026-06-24T14:42:52
sub-06	ses-02	Interoception	11	240	DONE	6.1	2026-06-24T14:42:58
sub-06	ses-02	Exteroception	14	240	DONE	6.1	2026-06-24T14:42:58
sub-06	ses-02	Cognition	12	240	DONE	6.2	2026-06-24T14:42:58
sub-06	ses-02	Visual	55	240	DONE	6.2	2026-06-24T14:42:58
sub-06	ses-02	Motor	36	240	DONE	6.3	2026-06-24T14:42:58
sub-06	ses-02	Auditory	14	240	DONE	6.3	2026-06-24T14:42:58
sub-08	ses-01	Interoception	11	240	DONE	6.5	2026-06-24T14:43:04
sub-08	ses-01	Exteroception	14	240	DONE	6.5	2026-06-24T14:43:04
sub-08	ses-01	Cognition	12	240	DONE	6.5	2026-06-24T14:43:04
sub-08	ses-01	Visual	55	240	DONE	6.6	2026-06-24T14:43:04
sub-08	ses-01	Motor	36	240	DONE	6.6	2026-06-24T14:43:05
sub-08	ses-01	Auditory	14	240	DONE	6.6	2026-06-24T14:43:05
sub-08	ses-02	Interoception	11	240	DONE	5.7	2026-06-24T14:43:10
sub-08	ses-02	Exteroception	14	240	DONE	5.7	2026-06-24T14:43:10
sub-08	ses-02	Cognition	12	240	DONE	5.7	2026-06-24T14:43:10
sub-08	ses-02	Visual	55	240	DONE	5.8	2026-06-24T14:43:10
sub-08	ses-02	Motor	36	240	DONE	5.8	2026-06-24T14:43:10
sub-08	ses-02	Auditory	14	240	DONE	5.9	2026-06-24T14:43:10
sub-26	ses-01	Interoception	11	240	DONE	6.3	2026-06-24T14:43:17
sub-26	ses-01	Exteroception	14	240	DONE	6.3	2026-06-24T14:43:17
sub-26	ses-01	Cognition	12	240	DONE	6.3	2026-06-24T14:43:17
sub-26	ses-01	Visual	55	240	DONE	6.4	2026-06-24T14:43:17
sub-26	ses-01	Motor	36	240	DONE	6.4	2026-06-24T14:43:17
sub-26	ses-01	Auditory	14	240	DONE	6.4	2026-06-24T14:43:17
sub-26	ses-02	Interoception	11	240	DONE	6.3	2026-06-24T14:43:23
sub-26	ses-02	Exteroception	14	240	DONE	6.3	2026-06-24T14:43:23
sub-26	ses-02	Cognition	12	240	DONE	6.3	2026-06-24T14:43:23
sub-26	ses-02	Visual	55	240	DONE	6.4	2026-06-24T14:43:23
sub-26	ses-02	Motor	36	240	DONE	6.4	2026-06-24T14:43:23
sub-26	ses-02	Auditory	14	240	DONE	6.4	2026-06-24T14:43:23
sub-36	ses-01	Interoception	11	240	DONE	6.7	2026-06-24T14:43:30
sub-36	ses-01	Exteroception	14	240	DONE	6.7	2026-06-24T14:43:30
sub-36	ses-01	Cognition	12	240	DONE	6.7	2026-06-24T14:43:30
sub-36	ses-01	Visual	55	240	DONE	6.8	2026-06-24T14:43:30
sub-36	ses-01	Motor	36	240	DONE	6.8	2026-06-24T14:43:30
sub-36	ses-01	Auditory	14	240	DONE	6.8	2026-06-24T14:43:30
sub-36	ses-02	Interoception	11	240	DONE	5.9	2026-06-24T14:43:36
sub-36	ses-02	Exteroception	14	240	DONE	5.9	2026-06-24T14:43:36
sub-36	ses-02	Cognition	12	240	DONE	5.9	2026-06-24T14:43:36
sub-36	ses-02	Visual	55	240	DONE	6.0	2026-06-24T14:43:36
sub-36	ses-02	Motor	36	240	DONE	6.0	2026-06-24T14:43:36
sub-36	ses-02	Auditory	14	240	DONE	6.0	2026-06-24T14:43:36
