roi_id,sampen
1,5.052321035130082
2,4.399725372513029
3,4.259562213926989
4,4.07179068306801
5,4.643856189774724
6,4.040414268445908
7,5.5571445565813935
13,4.035623909730722
16,4.316368569545462
17,4.320028561971881
18,5.082740431007936
19,4.695606564405149
20,4.08746284125034
21,3.6137797731422707
22,4.298966946444051
23,4.590768122402362
48,3.7489382358322825
49,4.107383535373599
121,5.417852514885898
142,4.816983623255381
152,4.158881901830555
153,4.493040011280117
154,4.343802594510126
156,3.48843843191691
157,4.643856189774724
158,4.463524373271181
159,4.300321638697987
160,4.588964431278653
163,4.526410318366043
181,4.125070765658052
182,3.525066592078211
183,4.5809494382145335
184,4.446256229889564
185,4.306246472655093
186,4.2998052839892225
187,4.323876366676885
193,4.074458992200445
196,3.6715125326775904
198,4.503825737995751
199,4.196397212803504
201,4.512450000936789
202,3.706148847241214
203,4.243817268381673
229,4.449040012790702
301,5.3715588626119635
322,4.516015147003665
332,3.9145037797183937
333,5.174925682500679
334,4.058316495590823
336,3.647698256069119
337,4.592457037268081
338,4.318224126123943
339,3.905454363493
340,4.449683642085735
343,4.684818737553223
