"layer","n_verum","n_placebo","observed_diff","sw_p_verum","sw_p_placebo","test1_method","test1_stat","test1_p_raw","test1_p_fdr","perm_p_raw","perm_p_fdr"
"visual",17,18,0.0806683771235197,0.151733859449426,0.631059662200758,"Welch t-test",0.912575624077208,0.368245713955865,0.651898722711744,0.372062793720628,0.652534746525347
"auditory",17,18,0.0478426372560581,0.806715214244172,0.87502003024731,"Welch t-test",0.455268603988468,0.651898722711744,0.651898722711744,0.652534746525347,0.652534746525347
"motor",17,18,0.0529081971818037,0.373895140319878,0.736024255639813,"Welch t-test",0.716049900650925,0.478997392000466,0.651898722711744,0.481451854814519,0.652534746525347
"extero",17,18,0.0890701096762622,0.0511623083134937,0.863893491281787,"Welch t-test",0.999790429447523,0.3250694804028,0.651898722711744,0.343665633436656,0.652534746525347
"intero",17,18,0.0886066355343312,0.960419222968049,0.903562253748307,"Welch t-test",1.37084969508324,0.180994912170663,0.651898722711744,0.185081491850815,0.652534746525347
"mental",17,18,0.040461992718844,0.62576493702274,0.0986934533911794,"Welch t-test",0.543072075583591,0.590736663244351,0.651898722711744,0.591940805919408,0.652534746525347
