"layer","n_verum","n_placebo","observed_diff","sw_p_verum","sw_p_placebo","test1_method","test1_stat","test1_p_raw","test1_p_fdr","perm_p_raw","perm_p_fdr"
"visual",16,17,0.0144659222341274,0.446546975565403,0.740261150952685,"Welch t-test",0.181658988096532,0.857100682170393,0.901202247834741,0.854514548545146,0.901009899010099
"auditory",16,16,0.010542138417874,0.706652788375101,0.974523288574871,"Welch t-test",0.12685855123234,0.899918086819843,0.901202247834741,0.8995100489951,0.901009899010099
"motor",17,18,0.0529081971818037,0.373895140319878,0.736024255639813,"Welch t-test",0.716049900650925,0.478997392000466,0.901202247834741,0.477752224777522,0.901009899010099
"extero",16,17,0.00916610436561965,0.694936460465268,0.919258267433129,"Welch t-test",0.125335384589396,0.901202247834741,0.901202247834741,0.901009899010099,0.901009899010099
"intero",17,17,0.0603718482500186,0.960419222968049,0.772266415392493,"Welch t-test",0.999407965142758,0.325875601805041,0.901202247834741,0.333866613338666,0.901009899010099
"mental",17,18,0.040461992718844,0.62576493702274,0.0986934533911794,"Welch t-test",0.543072075583591,0.590736663244351,0.901202247834741,0.592940705929407,0.901009899010099
