"layer","n_verum","n_placebo","observed_diff","sw_p_verum","sw_p_placebo","test1_method","test1_stat","test1_p_raw","test1_p_fdr","perm_p_raw","perm_p_fdr"
"visual",17,18,-0.135727657360697,0.289780379883238,0.814968148170099,"Welch t-test",-1.00508940096571,0.322774754977482,0.947339369236043,0.321467853214679,0.908309169083092
"auditory",17,18,0.0378983165832668,0.0144001973793162,0.132660260693077,"Mann-Whitney U",147,0.855953903363525,0.947339369236043,0.756924307569243,0.908309169083092
"motor",17,18,-0.115022200197191,0.32356471689353,0.164372435669534,"Welch t-test",-0.688747271350601,0.496762110250483,0.947339369236043,0.507349265073493,0.908309169083092
"extero",17,18,-0.0731413966564305,0.156221928768209,0.480229897506139,"Welch t-test",-0.75231329823832,0.45841675565223,0.947339369236043,0.456354364563544,0.908309169083092
"intero",17,18,-0.00798428735200019,0.199254310315199,0.185958782787432,"Welch t-test",-0.0665533458107351,0.947339369236043,0.947339369236043,0.947405259474053,0.947405259474053
"mental",17,18,-0.0652010359046975,0.233199977171917,0.507935597197043,"Welch t-test",-0.433532909599668,0.667449088621653,0.947339369236043,0.675732426757324,0.908309169083092
