roi_id,sampen
8,4.750662916301743
9,5.608809242675524
36,4.7414669864011465
39,4.726218159332198
41,5.738767836800192
42,4.231946728049697
47,4.935869662580285
51,4.484435624767191
52,4.641793723317832
54,4.396517411308046
55,3.9932696543807795
56,4.800691191776593
100,5.771789562073888
101,5.036173612553485
102,4.852116373064354
115,6.426264754702098
168,5.774188058122404
188,4.690079206535371
189,4.988684686772166
216,6.02729169166774
219,4.857980995127573
220,5.1852566551983035
221,5.494522283105659
222,4.79902043879208
231,4.936357504549187
232,4.657825374080712
233,5.167250867143987
234,5.959358015502654
235,4.643856189774724
236,4.418143410146666
280,5.2647032261944124
281,6.291554445843843
282,6.345774836841731
284,6.88874324889826
295,6.19546009354945
348,4.897240425574799
