roi_id,sampen
8,3.9979256717621414
9,4.594677655554368
36,5.053111336459563
39,4.979494344565358
41,5.169925001442312
42,4.521050736900963
47,4.879763417585655
51,4.228575177111745
52,4.068712750084015
54,4.668018240448715
55,5.008028373755934
56,4.493246331629542
100,4.807354922057604
101,5.759736901824865
102,5.04657836662033
115,5.640967910449898
168,5.08746284125034
188,4.584962500721157
189,5.039528364186638
216,5.095924419998536
219,4.78905410531466
220,5.175923742063756
221,5.737785074472755
222,4.326005426967906
231,4.627273305579121
232,4.621584297429853
233,4.731803889050427
234,5.535275376620803
235,4.768184324776927
236,4.431049817267475
280,5.886712713670888
281,5.4757334309663985
282,5.051977290777518
284,5.6865005271832185
295,5.360256213546462
348,5.549858699765241
