"layer","n_verum","n_placebo","observed_diff","sw_p_verum","sw_p_placebo","test1_method","test1_stat","test1_p_raw","test1_p_fdr","perm_p_raw","perm_p_fdr"
"visual",19,18,-0.0753689496170308,0.574785468640973,0.42188463872966,"Welch t-test",-0.741079853076055,0.463736012975631,0.807226237104262,0.467553244675532,0.821467853214679
"auditory",19,16,0.00331846850757001,0.876049560371539,0.0112076420479796,"Mann-Whitney U",150,0.960385392645915,0.960385392645915,0.958204179582042,0.958204179582042
"motor",19,17,-0.0771755344759699,0.130823961911343,0.074273294097555,"Welch t-test",-1.24484873791389,0.221793883878504,0.807226237104262,0.223377662233777,0.821467853214679
"extero",19,18,-0.0726374397836168,0.924407731338848,0.107558368272264,"Welch t-test",-1.10655315816645,0.276643011879127,0.807226237104262,0.28027197280272,0.821467853214679
"intero",16,19,0.0276190687359879,0.779009369063584,0.531849503084996,"Welch t-test",0.622326682506026,0.538150824736174,0.807226237104262,0.547645235476452,0.821467853214679
"mental",19,19,-0.0109475028962485,0.899467937958267,0.658377854185621,"Welch t-test",-0.111347538287247,0.911960902422194,0.960385392645915,0.914108589141086,0.958204179582042
