"layer","n_verum","n_placebo","observed_diff","sw_p_verum","sw_p_placebo","test1_method","test1_stat","test1_p_raw","test1_p_fdr","perm_p_raw","perm_p_fdr"
"visual",17,17,-0.475397294895377,0.7380154842022,0.930200423940497,"Welch t-test",-0.815628599896504,0.42085117063051,0.729352328828471,0.418058194180582,0.731026897310269
"auditory",17,16,-0.27796645494377,0.900695454647876,0.979914132696628,"Welch t-test",-0.452928039705139,0.65384608885601,0.729352328828471,0.648335166483352,0.731026897310269
"motor",17,16,-0.383174684507181,0.512758729474578,0.373734887888497,"Welch t-test",-0.700047565915124,0.48924199782071,0.729352328828471,0.496550344965503,0.731026897310269
"extero",15,15,-0.153783508817962,0.706727076990287,0.484019498159497,"Welch t-test",-0.349470044765491,0.729352328828471,0.729352328828471,0.731026897310269,0.731026897310269
"intero",17,17,-0.662305454315591,0.310565499536011,0.153340078908154,"Welch t-test",-1.09982245307004,0.280390702853317,0.729352328828471,0.278572142785721,0.731026897310269
"mental",17,17,-0.782682130533672,0.981808593405793,0.0916307097570845,"Welch t-test",-1.5282550032585,0.136512332518199,0.729352328828471,0.134986501349865,0.731026897310269
