"contrast","group","category","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"(ses-02) - (ses-01)","placebo","nonself",0.314118129973232,0.0737304452794169,33.4838184918804,0.164194708603036,0.464041551343427,4.26035850974201,0.00015622745087094
"(ses-02) - (ses-01)","verum","nonself",0.167238614976616,0.0758680022840723,33.4838184918818,0.0129686871083623,0.321508542844871,2.20433661018812,0.0344781471922865
"(ses-02) - (ses-01)","placebo","Interoception",0.179442486235811,0.0813454684255887,49.5940574201481,0.0160221619672006,0.342862810504421,2.20593094746214,0.0320512281003357
"(ses-02) - (ses-01)","verum","Interoception",0.199682512999744,0.0837037964564476,49.5940574200705,0.03152438662618,0.367840639373309,2.38558490120149,0.0209139359041297
"(ses-02) - (ses-01)","placebo","Exteroception",0.234493330652251,0.0787555778129508,43.5819786416498,0.0757288825182486,0.393257778786254,2.97748219445722,0.0047314989820774
"(ses-02) - (ses-01)","verum","Exteroception",0.161351933794289,0.0810388210020008,43.5819786416163,-0.00201533556117037,0.324719203149748,1.99104493129663,0.0527683509544216
"(ses-02) - (ses-01)","placebo","Cognition",0.0333680940591361,0.0821569922546525,51.5987966980533,-0.131522489169484,0.198258677287756,0.406150385297808,0.686311640853411
"(ses-02) - (ses-01)","verum","Cognition",-0.0430665697910871,0.0845388475874105,51.5987966979644,-0.21273758015326,0.126604440571086,-0.509429345444503,0.612623210000001
