"Time_pairwise","Group_pairwise","Category_pairwise","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"(ses-01) - (ses-02)","placebo - verum","Interoception - Exteroception",0.0933814236218738,0.0772921805740876,9408.94466222228,-0.05812795668271,0.244890803926458,1.20816132923516,0.227015577702009
