"category_revpairwise","session_revpairwise","group_revpairwise","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"Exteroception - Interoception","(ses-02) - (ses-01)","verum - placebo",-0.0933814236218961,0.0678960074981915,4835.22615875017,-0.226488472526487,0.0397256252826953,-1.37535956918208,0.169083711571446
