roi_pos_id,sampen
32,4.363404730863522
34,4.438935211751717
40,4.077444085425348
50,3.39549867002344
53,3.8073549220576046
61,3.460973783445703
68,3.190138222331821
69,3.6314369305206573
78,3.2456703629843857
85,3.449935707263434
106,4.169925001442313
109,4.14359085362885
110,4.694880192799191
111,3.6080027421192247
112,4.310246289839728
113,4.865423978313134
117,3.2626018784610777
118,4.171878549528067
120,4.13489298528755
122,3.4594316186372978
132,3.4347061627063433
138,3.1195316323812508
150,3.895530733443971
197,3.725443724270987
200,4.335603031784439
227,3.613429156023217
228,3.6629650127224296
237,4.501353068070402
243,3.7505485664391314
258,3.9717417399584867
260,4.074928487506566
262,3.654552772906229
285,4.558587085296859
287,4.3058084295240855
288,4.266786540694902
289,4.191470531723577
296,4.739539537830033
300,3.8710898741806723
318,3.3768945541052915
330,3.97607416075452
