roi_pos_id,sampen
32,3.962267352644892
34,5.06177619758669
40,4.42734664079771
50,3.220125814364503
53,3.6824699746345866
61,4.484435624767191
68,3.558534375443511
69,3.840801405150746
78,4.445310510392645
85,4.100800640787492
106,3.5362943756848924
109,3.8511366140855174
110,5.156504485679991
111,3.8796579561369375
112,4.154681289379102
113,3.8293812283876028
117,3.2023893966888237
118,4.1586096882144785
120,4.198035708199257
122,3.4532980744541937
132,3.700439718141092
138,3.121114695158789
150,4.207502459258789
197,3.447288435563033
200,3.948774676644827
227,3.3519228351852
228,3.6376800194355225
237,4.895530733443971
243,4.106731174955119
258,4.820178962415188
260,4.301953395126096
262,3.718818247455947
285,4.024128270892892
287,5.0688950812110685
288,4.78135971352466
289,4.422064766172813
296,3.248423711226943
300,4.042242448503405
318,3.7990873060740036
330,3.7548875021634687
