roi_pos_id,sampen
40,3.5213464014251845
53,3.5914465342913546
78,4.180277547440227
106,4.071361166958723
110,6.164906926675688
111,3.69901623993889
113,3.7192635924327475
118,3.8678964639926554
120,3.611679839096936
122,3.432773863575653
243,3.5635140814571216
285,3.499772759625913
288,3.7354620035758184
300,3.896455142942208
