roi_pos_id,sampen
50,3.1113419367931927
69,3.0971686590069982
109,4.247927513443586
112,3.8744691179161412
117,3.1361042828009804
138,3.2293169447024876
197,3.3703684499451154
200,3.3896929086096503
227,3.491853096329675
228,3.586948316645
237,4.392317422778761
258,3.2238638085531157
262,3.242856523896164
289,3.3292867140531617
296,3.5006542813638104
318,2.9107326619029132
