roi_pos_id,sampen
32,3.850856560694191
34,4.679949192353308
40,3.7618402628052356
50,3.9881436423102135
53,3.497225398488509
61,3.5279027567898478
68,3.3542091574702915
69,3.243072674176123
78,3.489384840738925
85,2.8985753273965154
106,3.77595972578207
109,4.306006099599189
110,5.445704635525785
111,4.001430535606441
112,4.249445341085839
113,3.7435943326321097
117,3.581849888853821
118,3.8232964659266258
120,3.900790396072101
122,2.8202682408607678
132,2.4963048809007593
138,3.1683975316957187
150,3.6954433666853745
197,2.782131001990445
200,3.5292530681348686
227,3.047362192495324
228,3.1567255036874533
237,3.6366246205436488
243,3.3979375897650614
258,3.9052595100295906
260,4.178249866093244
262,3.6013702572427695
285,3.6668736985077732
287,5.327926835508806
288,3.2899749486520724
289,3.7080730430435196
296,3.283838321645812
300,3.7937015547838526
318,2.6883728258026833
330,3.9327631207755243
