roi_pos_id,sampen
1,3.6368442924193514
2,4.398549376490275
3,3.9358696625802847
4,3.813988014390051
5,3.8641861446542807
6,3.563667722357928
7,4.449755559288257
8,3.2374014559445325
9,2.6629650127224296
10,3.2540710076422306
11,3.968666793195209
12,3.1800816164784838
13,3.8016185525084594
14,4.855051664088901
15,5.401655287358096
16,3.7548875021634687
17,3.9245384614279435
18,3.4101552778990976
19,4.591167650247864
20,4.23703919730085
21,3.6262783698333907
22,3.056548319643083
23,3.7264870763619418
24,3.948113258335032
25,3.1778459823831864
26,3.5345134780337983
27,4.26052755022322
28,3.3375008988078236
29,4.934904971778115
30,4.304410333629333
31,4.9870609442925025
33,5.3466841939729335
35,4.051798900580205
36,3.612443237143263
37,4.080602652190392
38,3.644476570365187
39,3.205591874738334
41,3.948367231584678
42,2.6813669846742187
43,3.7431103343871155
44,3.3500136081118237
45,3.40926331483275
46,3.6502539609728757
47,3.1765887317233235
48,3.637308394688346
49,3.202613620148487
51,2.714814515914827
52,3.412323114581808
54,2.8320404204526035
55,3.5569481245515595
56,3.394652259088483
57,3.9937680462884857
58,4.583082767502933
59,4.627848313574333
60,3.9597072940519666
62,3.743287881557538
63,3.877890723885966
64,4.901221845521826
65,4.57862097384733
66,3.797012977836145
67,3.6876672842552134
70,3.7879025593914313
71,3.17602520097873
72,3.904926408728005
73,4.1104239896936505
74,3.1851114052569884
75,2.9602902901980293
76,3.667987852247623
77,1.1395071461926523
79,4.199479895687691
80,4.550900664647523
81,4.048954459703937
82,4.009140653856469
83,3.5391588111080314
84,3.4684044288015055
86,3.5501970825604796
87,3.6717965796861503
88,3.3366746802565492
89,2.7499690544647235
90,1.3562269890451484
91,2.570387325012902
92,4.00403175401905
93,2.676786271543921
94,3.8987561678673397
95,4.161887682376895
96,3.2688914522433334
97,3.57611158313889
98,3.831928537927297
99,3.7139103579385404
100,3.35783805498898
101,4.126757142285939
102,4.390459476558178
103,5.531381460516312
104,4.473931188332412
105,3.838986531106715
107,3.955800196089465
108,3.5467793068332685
114,4.7420062108667365
115,4.03835140878237
116,3.2606117435669377
119,4.778442230142366
121,4.576349370416448
123,3.195382404412545
124,3.321928094887362
125,3.2233462693321124
126,4.5579954531208875
127,4.19695520741146
128,3.891507562909134
129,4.451211111832329
130,4.012174713946102
131,0.4603522361800191
133,3.3361820785676044
134,2.4895984783878995
135,3.0773983864107612
136,3.2593866288186497
137,4.008699694950385
139,3.144389909335175
140,3.0973370014857062
141,3.8857745787895235
142,4.016808287686554
143,4.531981209034984
144,3.451426155934914
145,3.756817529261868
146,3.8255022687678633
147,3.6668736985077732
148,3.4367115421372136
149,3.4053441030749996
151,3.4848955456172344
152,3.5459297690854674
153,4.026611730247319
154,3.938029107417423
155,3.7291762460606437
156,3.8255904935066707
157,4.0203486453918025
158,4.2223924213364485
159,4.293913718717766
160,5.406559345354539
161,4.4387918525782615
162,4.237629860580703
163,4.082310353484737
164,4.277638818742566
165,4.70626879694329
166,3.875462367553232
167,4.496906324055961
168,3.7509724521600853
169,3.3722331767354277
170,3.992338298291933
171,2.9582026863047695
172,0.3745210030375683
173,3.837569535104612
174,4.059482424030476
175,3.4594316186372978
176,4.178080450185855
177,2.8670611681818716
178,4.062561337764375
179,4.26517967766535
180,4.345774836841731
181,3.5784137148922186
182,4.128405732004046
183,3.9905767461133745
184,3.6793781026132626
185,3.5591858657877347
186,3.4161930420245534
187,4.3011695347205645
188,2.808112441130345
189,3.017753869438935
190,3.737758066056986
191,4.066466908758369
192,3.815828926102963
193,3.3478218730380886
194,5.643856189774724
195,4.989352755800492
196,3.6042630566800926
198,4.034995421356204
199,3.4349785749127584
201,3.683696454306516
202,3.4280564457487057
203,3.7031772807099226
204,4.478591196920752
205,3.281136212209104
206,4.023255352300303
207,4.502500340529183
208,3.5907217700098415
209,3.9175378398080274
210,4.411426245726465
211,4.5594274086140185
212,5.224001674198106
213,5.083922483545091
214,4.739085646040575
215,5.0183266478065915
216,3.795461243476351
217,3.7526899464592227
218,3.7242037628359212
219,3.579445495753591
220,4.119999776110631
221,4.235216461694032
222,2.9191689253869555
223,3.8624964762500653
224,3.3807375365152366
225,3.450661409009565
226,3.8092619878222633
229,3.141846478408879
230,4.014950341465972
231,2.607417351548852
232,3.610497592828294
233,3.5458323791244313
234,2.9261437674523254
235,3.4791678366985592
236,3.7445960352905834
238,4.651363726443666
239,3.84799690655495
240,4.061613190407161
241,4.795859283219775
242,3.9985904297453287
244,4.431845786965398
245,4.909559782384504
246,4.462550960481476
247,3.5760765374895676
248,4.1015380264620624
249,4.127489735121916
250,3.5872079409268003
251,3.5345247370820863
252,4.022367813028454
