roi_pos_id,sampen
32,4.326729081151184
34,4.548436624696042
61,4.181329764714563
68,3.938991438775543
85,3.0825151682951843
111,3.2492286063087636
132,2.230517609516897
150,3.7824085649273735
258,4.029264594505195
260,4.473931188332412
287,5.429057969593779
330,3.4797431886666597
