"contrast1","contrast","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value","avg_flat_b","avg_flat_p"
"((ses-02) - (ses-01) verum) - ((ses-02) - (ses-01) placebo)","Interoception - nonself",0.105332502535637,0.0505189882766474,21244.4509163353,0.00631146343635959,0.204353541634914,2.08500815493028,0.0370804697713017,0.064541216053521,0.03595062097876
"((ses-02) - (ses-01) verum) - ((ses-02) - (ses-01) placebo)","Exteroception - nonself",0.0401753924078512,0.0474240597189941,21244.4509298403,-0.0527793525677433,0.133130137383446,0.847152113208062,0.396919884150586,NA,NA
"((ses-02) - (ses-01) verum) - ((ses-02) - (ses-01) placebo)","Cognition - nonself",0.0481157532170747,0.0543722094289273,21244.4509243216,-0.0584578908609196,0.154689397295069,0.884932830989135,0.376202874957264,NA,NA
