"layer","n_verum","n_placebo","observed_diff","sw_p_verum","sw_p_placebo","test1_method","test1_stat","test1_p_raw","test1_p_fdr","perm_p_raw","perm_p_fdr"
"visual",16,18,-0.0509378882386721,0.78844648115936,0.69465970643068,"Welch t-test",-0.605730996445972,0.548986448670096,0.967988980051216,0.547945205479452,0.968003199680032
"auditory",17,17,-0.0193219623064314,0.578157305767575,0.94746217880178,"Welch t-test",-0.20090814959831,0.842240089553099,0.967988980051216,0.842215778422158,0.968003199680032
"motor",17,18,0.00320711295048938,0.557899903793893,0.851871707841276,"Welch t-test",0.0404384273564223,0.967988980051216,0.967988980051216,0.968003199680032,0.968003199680032
"extero",17,18,-0.0524435290414215,0.673744727844335,0.572503519535645,"Welch t-test",-0.607111846210021,0.548469869004431,0.967988980051216,0.549445055494451,0.968003199680032
"intero",17,17,0.0425050149734676,0.272174499769142,0.684120825482718,"Welch t-test",0.431786549111094,0.668842760612371,0.967988980051216,0.671132886711329,0.968003199680032
"mental",17,18,-0.118524443207634,0.264674152459847,0.270291191150477,"Welch t-test",-1.4271605315592,0.163495254592957,0.967988980051216,0.164983501649835,0.968003199680032
