"layer","n_verum","n_placebo","observed_diff","sw_p_verum","sw_p_placebo","test1_method","test1_stat","test1_p_raw","test1_p_fdr","perm_p_raw","perm_p_fdr"
"visual",17,17,-0.408725258254817,0.565648605769774,0.326276320622787,"Welch t-test",-1.02145727983236,0.317046926789132,0.625923797491701,0.311368863113689,0.622737726227377
"auditory",15,17,-0.447197875385055,0.290425055214278,0.659358453507356,"Welch t-test",-0.822607852187809,0.417282531661134,0.625923797491701,0.422657734226577,0.633986601339866
"motor",7,9,-0.263204221581955,0.861295409723443,0.094253252990344,"Welch t-test",-0.425003147678196,0.677423380413896,0.782928244068718,0.688231176882312,0.781721827817218
"extero",14,17,-1.89521711703807,0.255173266251646,0.962297524822978,"Welch t-test",-3.99293960824029,0.00040905904677991,0.00245435428067946,0.0004999500049995,0.002999700029997
"intero",14,13,-0.146556704018863,0.595826697641596,0.520534942838469,"Welch t-test",-0.278662356186468,0.782928244068718,0.782928244068718,0.781721827817218,0.781721827817218
"mental",17,14,-0.542243208497847,0.367612938142831,0.964084687124235,"Welch t-test",-1.35840564659711,0.184960231554113,0.554880694662338,0.2002799720028,0.600839916008399
