"layer","obs_diff_full","test1_p_full","test1_pfdr_full","perm_p_full","perm_pfdr_full","obs_diff_sd25","test1_p_sd25","test1_pfdr_sd25","perm_p_sd25","perm_pfdr_sd25","obs_diff_iqr","test1_p_iqr","test1_pfdr_iqr","perm_p_iqr","perm_pfdr_iqr"
"visual",-0.199825493030612,0.0634951639591668,0.1904854918775,0.0660933906609339,0.198280171982802,-0.199825493030612,0.0634951639591668,0.1904854918775,0.0660933906609339,0.198280171982802,-0.199825493030612,0.0634951639591668,0.1904854918775,0.0660933906609339,0.198280171982802
"auditory",-0.0125902024431371,0.840133493461481,0.840133493461481,0.843715628437156,0.843715628437156,-0.0181460845017243,0.730960681576307,0.850066014118217,0.726427357264274,0.846815318468153,0.00118000663577229,0.476546211785049,0.571855454142059,0.984401559844016,0.984401559844016
"motor",-0.0380829099774992,0.155920152606469,0.311840305212938,0.324567543245675,0.486851314868513,-0.0302048526405207,0.247282977015113,0.438015137332054,0.24997500249975,0.440805919408059,-0.0302048526405207,0.247282977015113,0.438015137332054,0.24977502249775,0.441105889411059
"extero",-0.166985515443222,0.0583183437945759,0.1904854918775,0.0620937906209379,0.198280171982802,-0.166985515443222,0.0583183437945759,0.1904854918775,0.0600939906009399,0.198280171982802,-0.177204426008618,0.0227706485264831,0.136623891158898,0.0193980601939806,0.116388361163884
"intero",0.0577698729223713,0.534029888975537,0.640835866770645,0.541945805419458,0.65033496650335,0.0159402222565955,0.850066014118217,0.850066014118217,0.846815318468153,0.846815318468153,0.0159402222565955,0.850066014118217,0.850066014118217,0.846615338466153,0.984401559844016
"mental",0.130954390495291,0.292010091554702,0.438015137332054,0.295170482951705,0.486851314868513,0.130954390495291,0.292010091554702,0.438015137332054,0.293870612938706,0.440805919408059,0.130954390495291,0.292010091554702,0.438015137332054,0.294070592940706,0.441105889411059
