roi_id,sampen
50,4.816573452086983
69,4.300832259431854
109,4.966553516906858
112,6.428659269842481
117,4.444784842672896
138,4.875780063068488
197,4.493188307013495
200,5.219589438055487
227,4.4234186400665
228,4.722466024471092
237,4.8709007385533045
258,4.426264754702098
262,4.504620392403553
289,4.673150496568764
296,4.344223134577716
318,4.8496657269155685
