roi_id,sampen
1,5.169925001442312
2,4.739539537830033
3,7.515699838284044
4,4.85598969730848
5,4.764697025421475
6,4.897240425574799
7,6.361943773735241
13,5.387401932364644
16,5.5569481245515595
17,4.8367786823975045
18,4.934112064343543
19,4.918295358880768
20,4.76609295687135
21,5.306387243991584
22,5.592457037268081
23,5.117108302998864
48,4.730639955916792
49,4.474078394601699
121,5.242074787198147
142,5.543383396969757
152,4.7035191110730645
153,5.886132035441721
154,5.1846143869446735
156,4.91687468418114
157,4.477677327565307
158,5.5520286113590736
159,4.967432137543569
160,4.547160468008772
163,5.594181030750535
181,5.885696373339396
182,5.26052755022322
183,6.6293566200796095
184,5.484966710744435
185,5.355791546753647
186,4.856598441077454
187,5.405468790430065
193,5.497851836951118
196,5.6097943537010915
198,5.857980995127572
199,6.32393044779851
201,4.881113960675096
202,4.777934238925536
203,6.59618975614441
229,4.717987919351939
301,5.292781749227846
322,5.640967910449898
332,5.129283016944966
333,5.063009797525801
334,5.802193216941825
336,4.902512155097944
337,6.009984088572622
338,4.9905767461133745
339,4.872125177447843
340,6.554588851677638
343,5.03184886603934
