Timepoint,8,9,36,39,41,42,47,51,52,54,55,56,100,101,102,115,168,188,189,216,219,220,221,222,231,232,233,234,235,236,280,281,282,284,295,348
0,0.69391394,-3.1135886,0.77311903,-1.1159326,-7.977202,0.087797225,-1.7546189,0.13392186,-1.7797709,-4.3684845,-2.0888803,3.5676403,-1.4107594,-2.0795283,5.4536996,-8.703418,0.81726784,0.3741821,1.1358562,-1.4258165,1.9816421,-4.2110653,2.88003,6.6266537,-1.9941814,3.3889081,2.7388687,-2.827631,0.32406425,2.9692004,4.735361,-2.3951626,4.1062746,-5.6862593,6.471381,1.6581783
1,0.010193236,-4.400848,-0.17679031,-2.2513065,0.56390184,-4.0625997,-1.3875471,-0.24849698,-1.9930235,-1.0945673,-0.4935324,-2.943255,1.6200815,0.33828765,-0.5462345,3.312093,3.4878342,-0.29552662,-4.563083,7.898186,-0.89420587,-1.268092,-2.1013088,-1.1231534,-0.85653454,2.1948051,-1.14698,-3.2325447,-0.47035703,1.7591732,0.5581266,7.866412,7.8874583,1.6793313,4.548108,-1.2593048
2,3.3243055,-1.7473893,4.329923,2.1240609,-1.3720663,-3.5615206,-3.2946804,0.35211265,-2.4927773,-0.34784892,0.3656575,2.1953187,-1.5092907,-6.2931476,-3.9779165,7.4620156,-9.283231,1.4086177,0.8312313,3.5527873,2.7312086,-1.1604618,-4.5873218,-1.2017884,0.5107815,5.3919516,1.2693795,1.9591625,-3.3161283,0.747435,-0.15820698,-6.1554976,-3.9591186,3.5895562,-1.1138161,-1.9641387
3,4.038299,-2.4935124,2.8002915,3.7160022,-1.3735034,2.0266082,1.2742735,1.6676284,5.7428446,-0.49569708,1.0755308,3.12524,-3.0401008,-6.0497746,5.514478,3.7339818,12.492717,3.1560123,1.2715434,5.8263845,5.772138,3.7267132,3.6265385,-0.36111578,1.8952237,3.1465337,-1.1196332,1.9199008,-1.4165008,5.8531427,-1.2903547,-11.137374,0.95595604,-2.8597414,3.0857317,-5.032128
4,6.1021714,2.3113222,9.113842,4.0240183,6.9364815,-0.5706545,4.0709553,3.130832,1.8926779,4.041327,0.46813476,8.74581,5.4549303,4.902612,16.38217,8.132477,6.022908,5.760868,6.0584283,10.040393,3.332046,9.75498,0.8266306,2.9491918,4.288373,5.103868,1.5007478,2.7530694,3.338073,6.8198333,7.647196,-0.98561203,10.206233,4.9722867,10.484541,2.6249673
5,-0.046781003,3.8135817,-0.09445579,3.376375,2.1589653,-1.8445563,3.2963338,1.4630075,-1.7798725,1.1992686,-0.10109978,6.042575,6.2048445,-2.038258,-5.0675836,-3.9002163,4.3493032,1.1305172,2.821504,7.030197,-0.74036914,3.976897,-4.9507656,0.4635507,2.0829022,1.4412742,2.0006027,-0.1735834,0.91850543,3.412165,1.5540951,12.154423,3.377911,5.083205,2.2852597,1.4281682
6,-1.057686,4.5533996,4.4365478,-0.2798383,2.1600835,-1.1089352,-1.41622,1.604287,-0.30219814,-1.2124803,-1.1742724,0.95744854,2.322353,-0.30789682,6.1332755,5.5107064,-3.0018861,-2.3451178,-0.22818212,-2.0788424,-2.0764806,4.8675222,2.0577095,-3.8393073,-1.123233,0.91148484,-0.46626568,-3.7400684,-0.80991757,2.1939569,1.7778895,3.9122794,-0.001968904,-6.5599136,-1.4092633,10.956493
7,1.7223293,6.2708597,-3.8789735,0.5693224,8.356459,-1.1817881,4.136156,2.0502748,1.7183229,2.8666403,3.5902812,1.1854546,-4.2692337,-7.3796396,1.4025776,-1.9455278,-0.91373664,0.38468444,3.022151,-2.3884506,-1.1019132,5.9262652,9.870942,-3.03363,1.2968981,-0.8074473,-2.3290987,0.68065226,0.48687208,3.266504,-3.86461,-21.575201,-9.780553,-6.0387154,-4.629293,-4.520071
8,1.6113429,6.3326926,3.0131297,2.1686954,6.352387,1.3473374,1.6979852,5.5849013,3.74707,6.398263,0.7375032,1.9472436,0.11621162,3.0336308,0.66871744,3.5148761,1.6992071,2.206681,3.5026913,5.118055,3.4716163,4.133909,7.729164,-0.41185278,2.9603035,-0.032967016,0.7529551,1.5733857,-1.2696921,3.0964017,1.2527802,-1.404187,-2.637106,-4.011925,3.9944606,-1.0656636
