"category","group","preto_post_b","SE","t","p"
"Sensory-Motor","placebo",0.229390792984417,0.00837959770757872,27.3749171487015,9.42325613930137e-162
"Sensory-Motor","verum",0.116074003716622,0.00862253490547895,13.4617029665911,4.11511799366338e-41
"Interoception","placebo",0.187740029021757,0.0415263485992785,4.52098572001629,6.94946303496574e-06
"Interoception","verum",0.179755742289579,0.0427302601854653,4.20675515452918,2.84134905213147e-05
"Exteroception","placebo",0.23449333065402,0.0244338177998144,9.59708108553551,5.60757208030899e-21
"Exteroception","verum",0.16135193379405,0.0251421910937881,6.41757646309178,2.07773028230952e-10
"Cognition","placebo",0.0318889336555063,0.0340952695476781,0.935289090790541,0.349924414096559
"Cognition","verum",-0.033312102395218,0.0350837429248756,-0.94950252219522,0.342654729144434
