Timepoint,50,69,109,112,117,138,197,200,227,228,237,258,262,289,296,318
0,1.5474328,3.9229581,-2.0858037,0.32664344,0.7943329,-0.64871526,2.901205,-3.9954123,0.10227353,3.5586681,1.6070812,-3.0688949,-0.17765313,2.9776864,-4.5477157,0.27463928
1,0.42452157,3.5359955,-0.93830454,1.1110756,0.52893734,-0.4330528,3.8448591,1.5630112,-1.1612858,2.9335914,3.6925251,-1.1153243,1.1671422,4.345744,-2.991294,-0.06168846
2,-0.52412367,0.8352302,0.72281635,1.5760082,-0.5416756,1.2991943,3.5575564,6.391602,-1.422296,-0.716359,5.8027744,0.8031143,1.7289348,4.3824306,-0.5903834,-1.3845605
3,-0.8242429,-2.2324865,2.0559342,1.160681,-2.0233738,3.317818,2.003395,6.3931007,0.064730056,-5.5262446,6.2302375,1.065768,0.7010318,2.977838,0.86395985,-3.3482609
4,-0.67253083,-3.475491,2.7220984,-0.3322769,-2.9552946,3.7455978,0.10491915,1.6489182,2.2987585,-8.040069,4.2600145,-0.2616376,-1.4260895,1.1010692,0.90230405,-4.5012164
5,-0.41599745,-2.4510434,2.925827,-2.3630006,-2.5053394,1.5172516,-0.8626377,-3.3167357,3.3047903,-6.081058,1.1174167,-1.5011072,-3.3084397,-0.025937626,0.85550165,-3.4040504
6,0.03620521,-0.86799294,2.9046617,-3.7854497,-0.7096443,-2.7292318,-0.27250242,-3.531784,1.9998085,-0.8664935,-0.93598413,-1.0575322,-3.9985347,-0.045856,2.3415213,-0.033062384
7,1.0957297,-0.945012,2.5417244,-3.5898743,1.449572,-7.0267496,1.3465016,1.8322178,-0.68889666,3.7697012,-0.69366753,0.9464793,-3.7005703,0.22203632,5.268762,3.909364
8,2.7571566,-3.2512202,1.5749509,-1.78007,2.7774372,-9.360414,2.7841845,8.634892,-2.6230662,4.5643983,0.76174045,2.7363582,-3.2678843,-0.3663868,7.5016475,6.192222
9,4.13296,-6.0932264,0.12262127,0.3946663,2.7908752,-8.868683,3.162852,11.498719,-2.4256868,1.5840718,1.0553011,2.5867145,-3.062369,-2.0672958,6.7187886,5.7216125
10,3.973413,-7.032746,-1.1810068,1.2397593,2.001173,-6.207271,2.5240743,8.532369,-0.6837341,-2.0008473,-1.094109,0.4624874,-2.5117676,-3.8845162,2.7176785,3.178214
11,1.8394924,-5.062906,-1.7213172,-0.047034077,1.32057,-3.0140696,1.476274,2.6323967,0.7852929,-2.9130123,-4.457582,-1.9933859,-0.92015713,-4.4569416,-2.1502078,0.15838481
12,-1.212998,-1.3755708,-1.5717758,-2.5935657,1.1983533,-0.9208456,0.3824556,-1.6168889,0.80805385,-0.71313053,-6.3566027,-3.0263555,1.3771513,-3.3578515,-4.9308357,-2.19936
13,-3.2475848,1.9076871,-1.4950873,-4.387474,1.3278357,-0.6415031,-0.9582613,-2.1954467,-0.0483154,2.0339284,-5.2346134,-2.2754433,2.936681,-1.536844,-4.549204,-3.752206
14,-2.9550598,3.6651068,-2.1454535,-3.796412,1.1528425,-1.546408,-2.7666996,-0.9444594,-0.22216828,2.3955133,-2.1944711,-0.79297733,2.5272136,-0.46655226,-2.4469504,-4.749636
15,-0.74484354,4.4411025,-3.256615,-0.8414289,0.5724765,-1.9926897,-4.543002,-0.98629445,1.1029003,-0.11523736,0.051848847,0.23595476,0.5622361,-0.81996477,-0.87565273,-5.0490193
16,1.5743351,5.3366733,-3.7322779,2.8512378,0.061708577,-0.3997685,-5.1186566,-3.2039347,3.0870743,-3.2082803,-0.22163531,0.60417193,-0.9739877,-1.9376868,-0.67871875,-4.1955953
17,2.2624214,6.472933,-2.6706085,5.353362,0.08276272,3.4659855,-3.6647153,-5.392668,4.0462976,-4.1178594,-2.199341,0.906912,-0.28187963,-2.539113,-0.794846,-2.2606733
18,0.9926038,6.752191,-0.34245932,5.8319187,0.45812392,7.956502,-0.6868122,-4.7359734,3.0893135,-2.1822853,-3.496464,1.472012,2.444269,-1.9281071,0.17736626,-0.30187905
19,-1.0430118,5.1745048,1.8974819,4.8594613,0.4500135,10.430972,2.1250365,-0.8688845,0.9094839,0.73412836,-2.574282,1.7545943,5.018047,-0.5419439,2.1741858,0.3548056
20,-2.2584116,2.2383,2.7472124,3.5255628,-0.45956272,9.155129,3.217071,3.6036053,-0.9651235,2.1665158,-0.13543536,0.9450526,5.2267065,0.57501084,3.6068218,-0.57827115
21,-1.988267,-0.19268565,2.0536518,2.3515778,-1.8861976,4.751049,2.4231596,5.4982743,-1.5679561,1.2886707,1.7815405,-0.91664076,2.9209955,0.7405008,3.0848522,-1.9040717
22,-0.8928954,-0.56497043,0.809311,1.0877675,-2.7337408,-0.1417004,0.8822145,3.81603,-1.1193875,-0.6285329,1.887196,-2.6702132,0.17221971,0.102841265,1.0156246,-2.0406296
23,-0.2187226,0.81672466,0.10681477,-0.5305651,-2.1779268,-2.8730786,-0.28944793,0.21593262,-0.44514105,-1.6978672,0.71094096,-3.0471108,-0.6982646,-0.6982083,-0.69288516,-0.671418
24,-0.6420285,2.0068264,0.15188412,-2.0254855,-0.53043556,-2.7733114,-1.1375058,-2.9283211,-0.0436671,-1.1582989,-0.2659687,-1.9397625,0.69631785,-1.1684009,-0.54923606,0.81046057
25,-1.6917038,1.2842904,0.31346425,-2.3668952,0.87973905,-1.3513153,-2.5457368,-4.644744,0.15022928,0.26986927,-0.2368353,-0.5266768,2.5455859,-1.2329121,1.0143411,0.6930118
26,-2.1948318,-1.143849,0.04800194,-1.0143356,0.7653559,-0.56877244,-4.774849,-5.5724354,0.24504326,1.4588703,0.34836033,-0.034640465,2.7289786,-1.0320795,2.1525638,-1.150562
27,-1.3394434,-3.29848,-0.3940844,1.2783524,-1.0414503,-0.9161925,-6.555498,-6.4444947,-0.025758268,2.0386822,0.65880823,-0.4123418,0.9508303,-0.6543635,1.5972836,-2.8625538
28,0.5314994,-3.3181522,-0.28977004,2.8564053,-3.426241,-1.2019616,-5.9915843,-6.8220143,-0.98531467,2.4919066,0.5394562,-0.3597771,-0.9955555,-0.15418519,0.010386875,-2.2980182
29,2.0675898,-1.2516977,0.57578886,2.5428114,-4.8446636,-0.19806448,-2.59443,-5.556752,-2.3605971,3.3176103,0.42816722,1.2368658,-1.0654324,0.27749148,-0.74620104,0.768288
