roi_id,sampen
8,4.559695742110726
9,5.2761244052742375
36,5.1421070573025505
39,4.5109619192773796
41,5.192292814470767
42,4.100571720303439
47,4.712281330785609
51,4.300894395015166
52,4.466699619101337
54,4.135376774857641
55,4.023672828984368
56,4.818759685329853
100,4.74664350806856
101,5.520946007850001
102,5.651051691178928
115,5.44930740136359
168,5.414232199207201
188,4.724650271732966
189,5.957102041562286
216,4.838503620628268
219,4.513409239696122
220,5.35434957257974
221,5.169925001442312
222,4.516306140054215
231,4.900866807980749
232,4.351222401681401
233,5.5569481245515595
234,4.478047296804644
235,4.131450853627676
236,4.739085646040575
280,4.804489588363215
281,5.204245074626189
282,5.5365710166188755
284,7.22881869049588
295,5.132028393683783
348,5.112700132749363
