subject,session,group,roi_pos_id,roi_name,auc,G1,G1_z
sub-09,ses-02,verum,171,L_V3A_ROI,2.953222551706574,-4.44376,-0.9863718068912155
sub-09,ses-02,verum,172,L_RSC_ROI,2.787627943947013,2.49715,0.8466252433092745
sub-09,ses-02,verum,173,L_POS2_ROI,2.761093658940512,3.22832,1.0397169925460594
sub-09,ses-02,verum,174,L_V7_ROI,2.809785670153007,-4.40902,-0.977197459792065
sub-09,ses-02,verum,175,L_IPS1_ROI,2.9520072394900456,-3.5734,-0.7565219294814092
sub-09,ses-02,verum,176,L_FFC_ROI,2.948279751287857,-2.95834,-0.5940932038969666
sub-09,ses-02,verum,177,L_V3B_ROI,2.713829779702865,-4.212,-0.9251672391393694
sub-09,ses-02,verum,178,L_LO1_ROI,2.610146412362986,-4.22727,-0.9291998321216386
sub-09,ses-02,verum,179,L_LO2_ROI,2.469979088923955,-4.08422,-0.8914223320487116
sub-09,ses-02,verum,180,L_PIT_ROI,3.0304797841647653,-3.88083,-0.8377098836751874
sub-09,ses-02,verum,181,L_MT_ROI,3.011528438525616,-4.08727,-0.8922277943012277
sub-09,ses-02,verum,182,L_A1_ROI,2.823429166117424,-3.71955,-0.7951180961060739
sub-09,ses-02,verum,183,L_PSL_ROI,2.792857737942143,0.465444,0.3100801642238756
sub-09,ses-02,verum,184,L_SFL_ROI,3.052572774339392,4.16656,1.2874930265790763
sub-09,ses-02,verum,185,L_PCV_ROI,2.667911768016761,-0.468708,0.06338371369521459
sub-09,ses-02,verum,186,L_STV_ROI,2.5411414142372863,-0.710209,-0.0003933156309787376
sub-09,ses-02,verum,187,L_7Pm_ROI,3.1680432710747355,3.03862,0.9896198812994025
sub-09,ses-02,verum,188,L_7m_ROI,3.1608705415971903,6.08153,1.793209764185879
sub-09,ses-02,verum,189,L_POS1_ROI,2.928674509013643,3.99598,1.2424452393547498
sub-09,ses-02,verum,190,L_v23ab_ROI,2.9022835465311987,6.01881,1.776646291242335
sub-09,ses-02,verum,191,L_31pv_ROI,3.0512484302565928,6.36514,1.8681071902304986
sub-09,ses-02,verum,192,L_5m_ROI,2.790650934936449,-5.20963,-1.1886273397877734
sub-09,ses-02,verum,193,L_5mv_ROI,2.725816983411915,-3.78823,-0.8132555215168298
sub-09,ses-02,verum,194,L_23c_ROI,2.9382327781715083,-1.89323,-0.3128125810191244
sub-09,ses-02,verum,195,L_5L_ROI,2.858002760620491,-4.97604,-1.1269394946844178
sub-09,ses-02,verum,196,L_24dv_ROI,2.941878214864027,-4.51501,-1.0051879332819604
sub-09,ses-02,verum,197,L_7AL_ROI,2.8732898792752954,-3.94824,-0.8555119198857153
sub-09,ses-02,verum,198,L_SCEF_ROI,2.884665425038135,-2.55215,-0.48682411788073293
sub-09,ses-02,verum,199,L_6ma_ROI,2.496532121343777,-0.815416,-0.028177009795064288
sub-09,ses-02,verum,200,L_7Am_ROI,2.9928224143929585,-1.82064,-0.2936425794092413
sub-09,ses-02,verum,201,L_7PL_ROI,2.6153312257692605,-1.05702,-0.09198123997765408
sub-09,ses-02,verum,202,L_7PC_ROI,2.917019343417498,-4.54799,-1.0138974890485115
sub-09,ses-02,verum,203,L_LIPv_ROI,2.7958483264983385,-3.86824,-0.8343850411311947
sub-09,ses-02,verum,204,L_VIP_ROI,2.751065580385086,-3.81149,-0.8193981615147067
sub-09,ses-02,verum,205,L_1_ROI,3.1503870316365457,-5.25407,-1.2003633209359095
sub-09,ses-02,verum,206,L_2_ROI,2.980210184030871,-5.11736,-1.1642601260042782
sub-09,ses-02,verum,207,L_3a_ROI,2.7118666387363874,-4.93447,-1.1159614403116
sub-09,ses-02,verum,208,L_6d_ROI,2.6551957153596297,-5.19707,-1.1853104198233138
sub-09,ses-02,verum,209,L_6mp_ROI,2.8692675059682946,-4.96094,-1.1229517963195021
sub-09,ses-02,verum,210,L_6v_ROI,2.750452049140242,-4.33317,-0.9571665378729352
sub-09,ses-02,verum,211,L_p24pr_ROI,2.797644122419631,-1.42166,-0.18827755334075869
sub-09,ses-02,verum,212,L_33pr_ROI,2.7898035760079223,0.667102,0.3633352156723643
sub-09,ses-02,verum,213,L_a24pr_ROI,2.8546206999372408,-2.27701,-0.41416350012424813
sub-09,ses-02,verum,214,L_p32pr_ROI,2.643689562324808,-2.42679,-0.4537182988723992
sub-09,ses-02,verum,215,L_d32_ROI,3.203685424193212,5.39992,1.6132061163375195
sub-09,ses-02,verum,216,L_8BM_ROI,2.825876053338414,4.83691,1.4645230662427369
sub-09,ses-02,verum,219,L_8Av_ROI,3.031281993399221,6.45003,1.8905254494488892
sub-09,ses-02,verum,220,L_8BL_ROI,3.0188959160702318,6.55168,1.917369789766352
sub-09,ses-02,verum,221,L_9p_ROI,2.9070023605274744,6.20043,1.8246095877347852
sub-09,ses-02,verum,222,L_10d_ROI,2.964281220661035,6.20327,1.8253595919305707
sub-09,ses-02,verum,223,L_8C_ROI,2.975661191548552,5.45579,1.627960600287708
sub-09,ses-02,verum,224,L_44_ROI,2.834026703036711,4.60135,1.4023149717500514
sub-09,ses-02,verum,225,L_45_ROI,2.931073861393233,5.1757,1.5539927569082872
sub-09,ses-02,verum,226,L_47l_ROI,3.0245422709752363,5.71482,1.696366792835001
sub-09,ses-02,verum,228,L_IFJa_ROI,2.940986652333671,1.40106,0.5571632366337442
sub-09,ses-02,verum,229,L_IFJp_ROI,2.7783291951286606,1.88867,0.6859342035023913
sub-09,ses-02,verum,230,L_IFSp_ROI,3.102086541432349,3.49102,1.1090923806562163
sub-09,ses-02,verum,231,L_IFSa_ROI,3.195953299213591,1.282,0.525721159327329
sub-09,ses-02,verum,232,L_p9-46v_ROI,2.8170473481367,3.12656,1.0128436027703092
sub-09,ses-02,verum,233,L_46_ROI,2.976172915230956,-0.650158,0.015465311820117669
sub-09,ses-02,verum,234,L_a9-46v_ROI,3.201564833640505,3.63383,1.1468065000928798
sub-09,ses-02,verum,242,L_LIPd_ROI,2.943314708921793,0.362336,0.28285078654111173
sub-09,ses-02,verum,243,L_6a_ROI,2.7976033517039665,-1.94449,-0.32634962858108346
sub-09,ses-02,verum,244,L_i6-8_ROI,2.721256230695352,4.88234,1.4765204925154605
sub-09,ses-02,verum,245,L_s6-8_ROI,2.817701047616543,5.23401,1.5693916106604884
sub-09,ses-02,verum,246,L_OP4_ROI,2.9182495429894897,-4.36701,-0.9661032075860972
sub-09,ses-02,verum,247,L_OP1_ROI,2.882232520818268,-5.08156,-1.1548058477616303
sub-09,ses-02,verum,248,L_OP2-3_ROI,2.81494593636628,-4.35556,-0.9630794230643565
sub-09,ses-02,verum,249,L_52_ROI,2.621849855207717,-3.54366,-0.7486680123044163
sub-09,ses-02,verum,250,L_RI_ROI,2.7565135275284653,-4.11754,-0.9002216770499694
sub-09,ses-02,verum,251,L_PFcm_ROI,2.831868493057225,-3.81303,-0.8198048539307312
sub-09,ses-02,verum,252,L_TA2_ROI,2.8218491143268767,-3.20893,-0.6602705107356579
sub-09,ses-02,verum,253,L_FOP4_ROI,3.0342290699040912,-1.35189,-0.1698522742069725
sub-09,ses-02,verum,254,L_MI_ROI,2.8388192267245573,-1.32795,-0.16353005573968218
sub-09,ses-02,verum,256,L_FOP1_ROI,2.771074441965724,-3.33155,-0.6926527341466493
sub-09,ses-02,verum,257,L_FOP3_ROI,2.74805167092851,-2.93563,-0.5880958111905271
sub-09,ses-02,verum,258,L_FOP2_ROI,2.821039644754945,-4.40487,-0.9761015029566742
sub-09,ses-02,verum,259,L_PFt_ROI,2.946494549703165,-3.10661,-0.6332492328086261
sub-09,ses-02,verum,262,L_H_ROI,2.88012259977407,0.746789,0.38437943551375786
sub-09,ses-02,verum,263,L_ProS_ROI,2.570762352421724,-3.08563,-0.6277087088552532
sub-09,ses-02,verum,265,L_PBelt_ROI,3.007095790085957,-3.49612,-0.7361133646045424
sub-09,ses-02,verum,266,L_A5_ROI,2.891072218528145,-1.59143,-0.2331114309176956
sub-09,ses-02,verum,268,L_PHA3_ROI,2.642604481247476,-0.846308,-0.03633515402612238
sub-09,ses-02,verum,269,L_STSda_ROI,2.748558983102655,2.16619,0.7592233459018229
sub-09,ses-02,verum,270,L_STSdp_ROI,2.937037445795223,2.72775,0.90752347131918
sub-09,ses-02,verum,271,L_STSvp_ROI,3.0794797811060226,6.09215,1.7960143573405416
sub-09,ses-02,verum,273,L_TE1p_ROI,2.993793374793796,5.11563,1.5381291118234868
sub-09,ses-02,verum,276,L_TE2p_ROI,2.8911176052154346,-1.00506,-0.07825933222659298
sub-09,ses-02,verum,277,L_PHT_ROI,2.6621156020299948,0.107304,0.21550040975957568
sub-09,ses-02,verum,278,L_TPOJ1_ROI,2.516351851096556,-0.683581,0.006638765962463422
sub-09,ses-02,verum,279,L_TPOJ2_ROI,2.79181691398918,-1.94369,-0.32613835979353817
sub-09,ses-02,verum,280,L_TPOJ3_ROI,2.712338095964556,-1.92915,-0.3222985495799041
sub-09,ses-02,verum,281,L_DVT_ROI,2.70517296097043,-2.82046,-0.5576810283635505
sub-09,ses-02,verum,282,L_PGp_ROI,3.145704377103165,-1.29698,-0.15535131280183845
sub-09,ses-02,verum,283,L_IP2_ROI,2.876446244806702,3.24056,1.042949404995501
sub-09,ses-02,verum,284,L_IP1_ROI,3.195188289002088,4.30382,1.323741468802145
sub-09,ses-02,verum,285,L_IP0_ROI,2.631937701633965,-1.0841,-0.09913268843605928
sub-09,ses-02,verum,286,L_PFop_ROI,2.8026272421244864,-3.07593,-0.6251470748062675
sub-09,ses-02,verum,287,L_PF_ROI,2.6635776446503447,-0.701412,0.001929848774065213
sub-09,ses-02,verum,288,L_PFm_ROI,2.6419856670568644,5.5665,1.65719755962412
sub-09,ses-02,verum,289,L_PGs_ROI,2.9563365149108467,5.77273,1.7116600121934298
sub-09,ses-02,verum,290,L_V6A_ROI,2.9070677740580675,-4.48494,-0.997246867730105
sub-09,ses-02,verum,291,L_VMV1_ROI,2.791557257833958,-4.21048,-0.9247658284430335
sub-09,ses-02,verum,292,L_VMV3_ROI,2.8725581461644456,-4.17214,-0.9146407717999295
sub-09,ses-02,verum,293,L_PHA2_ROI,2.700255475355003,2.91235,0.9562737440452361
sub-09,ses-02,verum,294,L_V4t_ROI,3.004363712326863,-4.2133,-0.9255105509191305
sub-09,ses-02,verum,295,L_V3CD_ROI,2.747230462637798,-4.00965,-0.871729440189654
sub-09,ses-02,verum,296,L_LO3_ROI,2.6877695456536763,-4.17645,-0.9157789823928294
sub-09,ses-02,verum,297,L_VMV2_ROI,2.930775076856184,-3.84274,-0.8276508485281913
sub-09,ses-02,verum,298,L_31pd_ROI,3.0400622161983324,6.16807,1.8160637652785816
sub-09,ses-02,verum,299,L_31a_ROI,2.9002616124213976,4.721,1.433912859787281
sub-09,ses-02,verum,300,L_VVC_ROI,2.7491329880924664,-3.51311,-0.7406001854800337
sub-09,ses-02,verum,304,L_PoI1_ROI,2.339773120508746,-2.74341,-0.5373332032631029
sub-09,ses-02,verum,305,L_Ig_ROI,2.497992733749634,-4.4364,-0.9844281340457995
sub-09,ses-02,verum,306,L_p10p_ROI,2.7515539997323613,5.00252,1.5082583461244388
sub-09,ses-02,verum,310,L_LBelt_ROI,2.720300704360771,-3.72311,-0.7960582422106501
sub-09,ses-02,verum,311,L_A4_ROI,2.841148895475961,-3.09605,-0.6304604848130294
sub-09,ses-02,verum,315,L_a32pr_ROI,2.908660649086558,0.440741,0.303556448150464
sub-09,ses-02,verum,316,L_p24_ROI,2.6200935559250147,0.577411,0.33964907964271807
sub-10,ses-01,placebo,1,R_V1_ROI,3.096190252725533,-3.203,-0.6587044808479791
sub-10,ses-01,placebo,2,R_MST_ROI,2.2854746378473485,-4.11376,-0.8992234320288183
sub-10,ses-01,placebo,3,R_V6_ROI,2.646879666078193,-4.46373,-0.9916456040003127
sub-10,ses-01,placebo,4,R_V2_ROI,3.163513533258365,-4.01526,-0.8732109625623147
sub-10,ses-01,placebo,5,R_V3_ROI,2.475501417810624,-3.78511,-0.8124315732454035
sub-10,ses-01,placebo,6,R_V4_ROI,2.4341652403581566,-4.05539,-0.8838087331175511
sub-10,ses-01,placebo,7,R_V8_ROI,2.498500922564449,-4.28174,-0.9435845956936227
sub-10,ses-01,placebo,8,R_4_ROI,2.872422341793422,-5.06423,-1.1502292376514325
sub-10,ses-01,placebo,9,R_3b_ROI,3.0487300133660464,-5.05489,-1.147762674556842
sub-10,ses-01,placebo,10,R_FEF_ROI,2.4308699056488448,-2.28772,-0.41699186101750957
sub-10,ses-01,placebo,11,R_PEF_ROI,2.653143858670977,-1.72122,-0.2673871508370608
sub-10,ses-01,placebo,12,R_55b_ROI,2.2334473409912685,-0.452943,0.06754702923977729
sub-10,ses-01,placebo,13,R_V3A_ROI,3.001894833313824,-4.45055,-0.9881649507255054
sub-10,ses-01,placebo,14,R_RSC_ROI,2.809550910686497,2.29506,0.7932561067155113
sub-10,ses-01,placebo,15,R_POS2_ROI,3.1569451360683307,2.89452,0.9515650909428224
sub-10,ses-01,placebo,16,R_V7_ROI,2.2125762317294697,-4.41102,-0.9777256317609279
sub-10,ses-01,placebo,18,R_V3B_ROI,2.986994099488357,-4.20064,-0.9221672223562275
sub-10,ses-01,placebo,21,R_MT_ROI,2.80754139843712,-4.00105,-0.8694583007235431
sub-10,ses-01,placebo,22,R_A1_ROI,3.163550378160552,-3.74973,-0.8030882111162169
sub-10,ses-01,placebo,23,R_PSL_ROI,3.331351447613733,-1.35183,-0.1698364290479066
sub-10,ses-01,placebo,24,R_SFL_ROI,3.410349330292524,3.2639,1.0491131718721323
sub-10,ses-01,placebo,25,R_PCV_ROI,3.157658018801531,-0.854062,-0.03838287674940429
sub-10,ses-01,placebo,26,R_STV_ROI,2.5992775997656743,-0.864429,-0.04112065615000573
sub-10,ses-01,placebo,27,R_7Pm_ROI,3.583596127393764,1.9777,0.7094457786963283
sub-10,ses-01,placebo,28,R_7m_ROI,2.5592746357374745,5.84617,1.7310544868900795
sub-10,ses-01,placebo,29,R_POS1_ROI,2.815090216356697,3.03417,0.9884446986686823
sub-10,ses-01,placebo,30,R_v23ab_ROI,2.774965747308717,5.90524,1.7466540459904487
sub-10,ses-01,placebo,31,R_d23ab_ROI,2.9163974416297296,5.86333,1.7355862023829243
sub-10,ses-01,placebo,32,R_31pv_ROI,2.744260354862609,6.11841,1.802949255291713
sub-10,ses-01,placebo,33,R_5m_ROI,2.8696776593436857,-5.23916,-1.1964257989080358
sub-10,ses-01,placebo,34,R_5mv_ROI,2.933557814518952,-3.92286,-0.8488094176008436
sub-10,ses-01,placebo,35,R_23c_ROI,3.258357959098294,-1.66113,-0.2515182240325716
sub-10,ses-01,placebo,36,R_5L_ROI,2.718697777673484,-5.0083,-1.1354589085421782
sub-10,ses-01,placebo,37,R_24dd_ROI,2.7888838282239026,-5.21342,-1.189628225668769
sub-10,ses-01,placebo,38,R_24dv_ROI,2.4998565745958823,-4.66213,-1.0440402633115238
sub-10,ses-01,placebo,39,R_7AL_ROI,2.5999316328920585,-4.13469,-0.9047507516829697
sub-10,ses-01,placebo,40,R_SCEF_ROI,3.0287220420229706,-2.7008,-0.5260804994664764
sub-10,ses-01,placebo,41,R_6ma_ROI,3.511287960837286,-1.12373,-0.10959841599907985
sub-10,ses-01,placebo,42,R_7Am_ROI,2.6980208555757828,-2.25984,-0.4096291437715591
sub-10,ses-01,placebo,43,R_7PL_ROI,3.06426074187656,-1.3441,-0.16779504438825105
sub-10,ses-01,placebo,44,R_VIP_ROI,3.084940646767949,-4.08775,-0.8923545555737546
sub-10,ses-01,placebo,45,R_1_ROI,2.6774218071609424,-5.25274,-1.2000120865766157
sub-10,ses-01,placebo,46,R_2_ROI,2.892883730931028,-5.15807,-1.1750110664304851
sub-10,ses-01,placebo,47,R_3a_ROI,2.435942895174484,-4.96991,-1.1253206475998525
sub-10,ses-01,placebo,48,R_6d_ROI,2.408437190291065,-5.20503,-1.1874125442593886
sub-10,ses-01,placebo,49,R_6mp_ROI,2.881545381965468,-4.93261,-1.1154702403805576
sub-10,ses-01,placebo,50,R_6v_ROI,3.251380275663901,-4.1906,-0.9195157990725352
sub-10,ses-01,placebo,51,R_33pr_ROI,3.1054777590294984,0.371024,0.2851451655738527
sub-10,ses-01,placebo,52,R_a24pr_ROI,2.8147739011735697,-2.34795,-0.43289775985981915
sub-10,ses-01,placebo,53,R_a24_ROI,2.779257193895752,4.6967,1.4274955703655954
sub-10,ses-01,placebo,54,R_d32_ROI,2.479983929046305,4.45266,1.3630480267249305
sub-10,ses-01,placebo,55,R_p32_ROI,2.406111053923388,3.82586,1.197518931683262
sub-10,ses-01,placebo,58,R_8Av_ROI,2.6041144593898977,5.93318,1.754032608395465
sub-10,ses-01,placebo,59,R_8Ad_ROI,3.6751460661424087,5.61826,1.670866650178295
sub-10,ses-01,placebo,60,R_9m_ROI,2.654364014422917,6.17955,1.8190954723798554
sub-10,ses-01,placebo,61,R_8BL_ROI,3.100308348693206,6.59481,1.9287598182748829
sub-10,ses-01,placebo,62,R_9p_ROI,3.0560792581636664,6.06785,1.789597067918856
sub-10,ses-01,placebo,63,R_10d_ROI,3.28574677057428,6.24994,1.837684484823989
sub-10,ses-01,placebo,64,R_8C_ROI,3.026956239247328,4.88,1.4759025313118905
sub-10,ses-01,placebo,65,R_44_ROI,3.015409655025826,3.46824,1.1030765019308666
sub-10,ses-01,placebo,66,R_45_ROI,2.204723825626839,3.66026,1.1537862926614046
sub-10,ses-01,placebo,67,R_47l_ROI,2.449778657791664,6.11493,1.8020302360658915
sub-10,ses-01,placebo,69,R_IFJp_ROI,2.797876769392598,0.983182,0.44680751363147503
sub-10,ses-01,placebo,70,R_IFSp_ROI,2.9309010080436466,2.2258,0.7749655114337851
sub-10,ses-01,placebo,71,R_p9-46v_ROI,2.8362390778847053,3.60124,1.138199937860257
sub-10,ses-01,placebo,72,R_46_ROI,3.1692904972228737,0.26099,0.25608672836291624
sub-10,ses-01,placebo,74,R_9-46d_ROI,3.2018407275853757,1.30007,0.5304931930660064
sub-10,ses-01,placebo,75,R_9a_ROI,3.690502756543052,6.09498,1.7967617206764828
sub-10,ses-01,placebo,83,R_LIPd_ROI,2.815611393765675,-0.342347,0.09675388277396421
sub-10,ses-01,placebo,84,R_6a_ROI,3.064818320800565,-1.98778,-0.33778191084712333
sub-10,ses-01,placebo,85,R_i6-8_ROI,2.87234973496001,4.2744,1.31597205914017
sub-10,ses-01,placebo,86,R_s6-8_ROI,2.89568456750673,5.11753,1.5386308751939066
sub-10,ses-01,placebo,87,R_43_ROI,3.392566872573138,-3.79073,-0.8139157364779086
sub-10,ses-01,placebo,88,R_OP4_ROI,2.86859820695774,-4.48826,-0.9981236331984177
sub-10,ses-01,placebo,89,R_OP1_ROI,2.62598793830771,-5.12743,-1.1669194718675038
sub-10,ses-01,placebo,90,R_OP2-3_ROI,2.89352022057897,-4.39662,-0.9739227935851144
sub-10,ses-01,placebo,91,R_52_ROI,2.847597592944041,-3.70549,-0.791405047164967
sub-10,ses-01,placebo,92,R_RI_ROI,2.865047761996334,-4.20226,-0.9225950416510066
sub-10,ses-01,placebo,93,R_PFcm_ROI,2.842638732501622,-3.98302,-0.864696830424243
sub-10,ses-01,placebo,94,R_PoI2_ROI,2.9242432911771505,-3.59673,-0.7626830554981963
sub-10,ses-01,placebo,96,R_AVI_ROI,3.2344647876439723,1.86141,0.6787352195667884
sub-10,ses-01,placebo,97,R_AAIC_ROI,3.031481392410301,0.990224,0.4486672071338417
sub-10,ses-01,placebo,98,R_FOP1_ROI,2.8573017146741604,-3.05674,-0.620079264765027
sub-10,ses-01,placebo,99,R_FOP3_ROI,3.3969876536345778,-2.94381,-0.5902560345431769
sub-10,ses-01,placebo,100,R_FOP2_ROI,3.2642284143423037,-4.54499,-1.013105231095217
sub-10,ses-01,placebo,101,R_AIP_ROI,2.9801743891224093,-2.43178,-0.45503608793471234
sub-10,ses-01,placebo,104,R_ProS_ROI,3.2628579758388425,-3.40414,-0.7118227357565323
sub-10,ses-01,placebo,107,R_PBelt_ROI,2.5674521713857685,-3.54326,-0.7485623779106436
sub-10,ses-01,placebo,108,R_A5_ROI,2.468769806131077,-2.42161,-0.45235033347304393
sub-10,ses-01,placebo,109,R_PHA1_ROI,3.377421346617014,0.452138,0.3065662361150299
sub-10,ses-01,placebo,110,R_PHA3_ROI,3.0004462442600914,-1.50459,-0.21017820402966358
sub-10,ses-01,placebo,111,R_STSda_ROI,2.5435271047074828,2.00827,0.7175188872403995
sub-10,ses-01,placebo,112,R_STSdp_ROI,2.8819384825925667,1.1883,0.5009763025860968
sub-10,ses-01,placebo,113,R_STSvp_ROI,2.66555967200925,5.92505,1.7518855893420369
sub-10,ses-01,placebo,116,R_TE1p_ROI,2.606563657649911,4.35846,1.3381711269914827
sub-10,ses-01,placebo,119,R_TE2p_ROI,3.047408128627715,-1.82795,-0.29557304795543565
sub-10,ses-01,placebo,120,R_PHT_ROI,2.654186663843253,-0.431966,0.073086760935197
sub-10,ses-01,placebo,121,R_TPOJ1_ROI,2.8685713883116315,-0.525685,0.04833688656026063
sub-10,ses-01,placebo,122,R_TPOJ2_ROI,2.466213215290563,-1.97171,-0.333538049077309
sub-10,ses-01,placebo,123,R_TPOJ3_ROI,3.1218464833225656,-1.82381,-0.2944797319798892
sub-10,ses-01,placebo,124,R_DVT_ROI,2.707707530756199,-2.85074,-0.5656775519721365
sub-10,ses-01,placebo,125,R_PGp_ROI,2.2145009087334007,-1.43986,-0.1930839182574121
sub-10,ses-01,placebo,126,R_IP2_ROI,2.546305624279825,2.83395,0.935569402865806
sub-10,ses-01,placebo,127,R_IP0_ROI,2.606690224342571,-1.55352,-0.2230999312478972
sub-10,ses-01,placebo,128,R_PFop_ROI,3.102897301533003,-3.38876,-0.7077610933159758
sub-10,ses-01,placebo,129,R_PFm_ROI,3.2626393202404804,4.69038,1.4258265469439884
sub-10,ses-01,placebo,130,R_PGs_ROI,2.809581270191738,5.60532,1.6674493775397512
sub-10,ses-01,placebo,131,R_V6A_ROI,2.3184225525650355,-4.45981,-0.9906103869413412
sub-10,ses-01,placebo,132,R_VMV1_ROI,2.39905688602198,-4.28055,-0.9432703333721493
sub-10,ses-01,placebo,133,R_VMV3_ROI,2.7413292003106857,-4.1959,-0.9209154547900222
sub-10,ses-01,placebo,134,R_PHA2_ROI,3.129923261000819,1.33525,0.5397837379983068
sub-10,ses-01,placebo,135,R_V4t_ROI,2.8122135697634856,-4.17245,-0.9147226384551035
sub-10,ses-01,placebo,136,R_FST_ROI,2.569856220400375,-3.95985,-0.858577958164965
sub-10,ses-01,placebo,137,R_V3CD_ROI,2.560496571696739,-4.06885,-0.8873633304679993
sub-10,ses-01,placebo,139,R_VMV2_ROI,3.0664598765085658,-3.9542,-0.8570858723529271
sub-10,ses-01,placebo,140,R_31pd_ROI,2.951822084135871,5.72459,1.6989469129028971
sub-10,ses-01,placebo,141,R_31a_ROI,2.9489061780841723,4.41875,1.3540928709928581
sub-10,ses-01,placebo,142,R_VVC_ROI,2.4866605479792923,-3.54179,-0.7481741715135294
sub-10,ses-01,placebo,146,R_PoI1_ROI,3.2218723745385605,-2.84553,-0.5643016639932483
sub-10,ses-01,placebo,147,R_Ig_ROI,2.5865567922936257,-4.50137,-1.0015858004543146
sub-10,ses-01,placebo,148,R_FOP5_ROI,3.064164082053683,-0.0463236,0.17492951377772592
sub-10,ses-01,placebo,149,R_p10p_ROI,3.1102258115954613,5.28343,1.5824427400110934
sub-10,ses-01,placebo,152,R_MBelt_ROI,2.343572935133903,-3.66894,-0.7817527044339954
sub-10,ses-01,placebo,153,R_LBelt_ROI,2.694476588102388,-3.75794,-0.8052563570483995
sub-10,ses-01,placebo,154,R_A4_ROI,2.658742301608514,-3.26927,-0.6762054590362551
sub-10,ses-01,placebo,155,R_STSva_ROI,2.826767210590155,5.76435,1.7094469716438938
sub-10,ses-01,placebo,158,R_a32pr_ROI,3.131469756593119,0.384682,0.2887520519492182
sub-10,ses-01,placebo,159,R_p24_ROI,2.8323029982913703,0.618795,0.3505780140224315
sub-10,ses-01,placebo,160,L_V1_ROI,2.368311311883976,-3.08391,-0.627254480962031
sub-10,ses-01,placebo,161,L_MST_ROI,2.7073254673332974,-4.14838,-0.9083660888098372
sub-10,ses-01,placebo,162,L_V6_ROI,2.8926037976699144,-4.4467,-0.9871482196854441
sub-10,ses-01,placebo,163,L_V2_ROI,2.440588187115594,-3.99919,-0.8689671007925005
sub-10,ses-01,placebo,164,L_V3_ROI,2.442269912750856,-3.85466,-0.8307987534626148
sub-10,ses-01,placebo,165,L_V4_ROI,2.759271748745639,-3.91286,-0.8461685577565284
sub-10,ses-01,placebo,166,L_V8_ROI,2.6183792323867188,-4.25253,-0.9358706440883785
sub-10,ses-01,placebo,167,L_4_ROI,2.6154741214346973,-5.04562,-1.1453145974811623
sub-10,ses-01,placebo,168,L_FEF_ROI,3.04782266663604,-2.16418,-0.38436667850084116
sub-10,ses-01,placebo,169,L_PEF_ROI,3.115079962794461,-1.36994,-0.17461902622596115
sub-10,ses-01,placebo,170,L_55b_ROI,3.105325594752232,1.21697,0.5085476477597481
sub-10,ses-01,placebo,171,L_V3A_ROI,2.668231802310927,-4.44376,-0.9863718068912155
sub-10,ses-01,placebo,172,L_RSC_ROI,2.748891084465812,2.49715,0.8466252433092745
sub-10,ses-01,placebo,173,L_POS2_ROI,2.5747022559357178,3.22832,1.0397169925460594
sub-10,ses-01,placebo,174,L_V7_ROI,3.183632352412744,-4.40902,-0.977197459792065
sub-10,ses-01,placebo,175,L_IPS1_ROI,3.1236723826914163,-3.5734,-0.7565219294814092
sub-10,ses-01,placebo,176,L_FFC_ROI,2.2070772063430755,-2.95834,-0.5940932038969666
sub-10,ses-01,placebo,177,L_V3B_ROI,3.232685934171615,-4.212,-0.9251672391393694
sub-10,ses-01,placebo,178,L_LO1_ROI,2.398204553607845,-4.22727,-0.9291998321216386
sub-10,ses-01,placebo,179,L_LO2_ROI,2.283978504409366,-4.08422,-0.8914223320487116
sub-10,ses-01,placebo,180,L_PIT_ROI,2.303976311590471,-3.88083,-0.8377098836751874
sub-10,ses-01,placebo,181,L_MT_ROI,2.8794402586642254,-4.08727,-0.8922277943012277
sub-10,ses-01,placebo,182,L_A1_ROI,3.2530789457684293,-3.71955,-0.7951180961060739
sub-10,ses-01,placebo,183,L_PSL_ROI,3.181974486577387,0.465444,0.3100801642238756
sub-10,ses-01,placebo,184,L_SFL_ROI,2.873879995063746,4.16656,1.2874930265790763
sub-10,ses-01,placebo,185,L_PCV_ROI,3.0494812635970523,-0.468708,0.06338371369521459
sub-10,ses-01,placebo,186,L_STV_ROI,2.716535509729493,-0.710209,-0.0003933156309787376
sub-10,ses-01,placebo,187,L_7Pm_ROI,3.417211478365639,3.03862,0.9896198812994025
sub-10,ses-01,placebo,188,L_7m_ROI,2.076400480040232,6.08153,1.793209764185879
sub-10,ses-01,placebo,189,L_POS1_ROI,2.767179771579636,3.99598,1.2424452393547498
sub-10,ses-01,placebo,190,L_v23ab_ROI,2.7226393517162046,6.01881,1.776646291242335
sub-10,ses-01,placebo,191,L_31pv_ROI,3.139020600287742,6.36514,1.8681071902304986
sub-10,ses-01,placebo,192,L_5m_ROI,2.3720515101998645,-5.20963,-1.1886273397877734
sub-10,ses-01,placebo,193,L_5mv_ROI,2.1842264488398886,-3.78823,-0.8132555215168298
sub-10,ses-01,placebo,194,L_23c_ROI,3.052837683193504,-1.89323,-0.3128125810191244
sub-10,ses-01,placebo,195,L_5L_ROI,2.521440677330556,-4.97604,-1.1269394946844178
sub-10,ses-01,placebo,196,L_24dv_ROI,2.621076190785751,-4.51501,-1.0051879332819604
