outcome,effect,SS,df,MS,F,p,eta2_partial,p_bonferroni,p_fdr
self_median,drug,0.056179419580309226,1,0.056179419580309226,0.5179449313223342,0.47678606024701353,0.015452765149641307,NaN,NaN
self_median,session,0.3081707276641885,1,0.3081707276641885,5.102927670489171,0.03061576832550164,0.1339248184448935,NaN,NaN
self_median,drug_x_session,0.005880657568698156,1,0.005880657568698156,0.09737644602209437,0.7569642287409326,0.0029421197834488128,1.0,0.9505681590995982
nonself_median,drug,0.036584539506955685,1,0.036584539506955685,0.7700201978612816,0.3865548762465173,0.022801887394489875,NaN,NaN
nonself_median,session,0.1427483538624658,1,0.1427483538624658,5.272892762057061,0.028146036059046912,0.13777094913725713,NaN,NaN
nonself_median,drug_x_session,0.0035024741629273246,1,0.0035024741629273246,0.1293757172204237,0.7213718731490751,0.0039051661680776883,1.0,0.9505681590995982
diff_median,drug,0.18343475251300878,1,0.18343475251300878,1.4880101259455276,0.23117194691921156,0.0431457228327038,NaN,NaN
diff_median,session,0.03143909829665007,1,0.03143909829665007,0.4004080567679191,0.5312392588760335,0.011988118710627082,NaN,NaN
diff_median,drug_x_session,0.0003063809483577195,1,0.0003063809483577195,0.0039020648431160082,0.9505681590995982,0.00011823040910282608,1.0,0.9505681590995982
