subject,session,atlas,roi_id,tau,spike
sub-32,ses-02,nonself,230,5.193702147200268,B
sub-32,ses-02,nonself,308,1.0,A
sub-33,ses-01,nonself,76,1.0,A
sub-33,ses-01,nonself,78,1.0,A
sub-33,ses-01,nonself,79,1.0,A
sub-33,ses-01,nonself,131,5.193702147200268,B
sub-33,ses-01,nonself,151,1.0,A
sub-33,ses-01,nonself,227,1.0,A
sub-33,ses-01,nonself,236,1.0,A
sub-33,ses-01,nonself,237,1.0,A
sub-33,ses-01,nonself,238,1.0,A
sub-33,ses-01,nonself,308,1.0,A
sub-33,ses-02,nonself,51,5.193702147200268,B
sub-33,ses-02,nonself,76,1.0,A
sub-33,ses-02,nonself,78,1.0,A
sub-33,ses-02,nonself,148,5.193702147200268,B
sub-33,ses-02,nonself,151,1.0,A
sub-33,ses-02,nonself,198,5.193702147200268,B
sub-33,ses-02,nonself,220,5.193702147200268,B
sub-33,ses-02,nonself,227,1.0,A
sub-33,ses-02,nonself,236,1.0,A
sub-33,ses-02,nonself,237,1.0,A
sub-33,ses-02,nonself,238,1.0,A
sub-33,ses-02,nonself,292,5.193702147200268,B
sub-33,ses-02,nonself,308,1.0,A
sub-34,ses-01,self,7,5.193702147200268,B
sub-34,ses-01,self,17,5.193702147200268,B
sub-34,ses-01,self,33,5.193702147200268,B
sub-34,ses-01,nonself,40,5.193702147200268,B
sub-34,ses-01,nonself,61,5.193702147200268,B
sub-34,ses-01,nonself,63,1.0,A
sub-34,ses-01,nonself,92,5.193702147200268,B
sub-34,ses-01,nonself,114,5.193702147200268,B
sub-34,ses-01,nonself,117,1.0,A
sub-34,ses-01,nonself,141,5.193702147200268,B
sub-34,ses-01,nonself,149,1.0,A
sub-34,ses-01,nonself,214,5.193702147200268,B
sub-34,ses-01,nonself,219,5.193702147200268,B
sub-34,ses-01,nonself,226,5.193702147200268,B
sub-34,ses-01,nonself,229,5.193702147200268,B
sub-34,ses-01,nonself,240,1.0,A
sub-34,ses-01,nonself,272,5.193702147200268,B
sub-34,ses-02,nonself,14,5.193702147200268,B
sub-34,ses-02,nonself,68,1.0,A
sub-34,ses-02,nonself,95,5.193702147200268,B
sub-34,ses-02,nonself,117,1.0,A
sub-34,ses-02,nonself,149,1.0,A
sub-34,ses-02,nonself,167,5.193702147200268,B
sub-34,ses-02,nonself,217,5.01580237194466,B
sub-34,ses-02,nonself,227,1.0,A
sub-34,ses-02,nonself,240,1.0,A
sub-35,ses-01,self,32,5.193702147200268,B
sub-35,ses-01,nonself,81,5.193702147200268,B
sub-35,ses-01,nonself,118,5.193702147200268,B
sub-35,ses-01,nonself,283,5.193702147200268,B
sub-35,ses-01,nonself,304,5.193702147200268,B
sub-35,ses-01,nonself,315,5.193702147200268,B
sub-35,ses-02,nonself,5,5.193702147200268,B
sub-35,ses-02,nonself,57,1.0,A
sub-35,ses-02,nonself,67,1.0,A
sub-35,ses-02,nonself,68,1.0,A
sub-35,ses-02,nonself,78,1.0,A
sub-35,ses-02,nonself,79,5.193702147200268,B
sub-35,ses-02,nonself,114,1.0,A
sub-35,ses-02,nonself,132,5.193702147200268,B
sub-35,ses-02,nonself,144,5.193702147200268,B
sub-35,ses-02,nonself,151,1.0,A
sub-35,ses-02,nonself,152,5.193702147200268,B
sub-35,ses-02,nonself,211,5.193702147200268,B
sub-35,ses-02,nonself,314,5.193702147200268,B
sub-37,ses-01,nonself,214,5.193702147200268,B
sub-37,ses-01,nonself,240,5.193702147200268,B
sub-37,ses-01,nonself,315,5.193702147200268,B
sub-37,ses-02,self,11,5.193702147200268,B
sub-37,ses-02,self,19,5.193702147200268,B
sub-37,ses-02,self,24,5.193702147200268,B
sub-37,ses-02,nonself,68,1.0,A
sub-37,ses-02,nonself,73,1.0,A
sub-37,ses-02,nonself,102,5.193702147200268,B
sub-37,ses-02,nonself,103,5.193702147200268,B
sub-37,ses-02,nonself,114,1.0,A
sub-37,ses-02,nonself,149,1.0,A
sub-37,ses-02,nonself,150,1.0,A
sub-37,ses-02,nonself,151,1.0,A
sub-37,ses-02,nonself,176,5.193702147200268,B
sub-37,ses-02,nonself,193,5.193702147200268,B
sub-37,ses-02,nonself,238,1.0,A
sub-37,ses-02,nonself,272,1.0,A
sub-37,ses-02,nonself,308,1.0,A
sub-38,ses-01,nonself,2,5.193702147200268,B
sub-38,ses-01,nonself,103,5.193702147200268,B
sub-38,ses-01,nonself,113,5.193702147200268,B
sub-38,ses-01,nonself,290,5.193702147200268,B
sub-38,ses-02,self,3,5.193702147200268,B
sub-38,ses-02,nonself,22,5.193702147200268,B
sub-38,ses-02,nonself,30,5.193702147200268,B
sub-38,ses-02,nonself,157,5.193702147200268,B
sub-39,ses-01,nonself,240,1.0,A
sub-39,ses-01,nonself,252,5.193702147200268,B
sub-39,ses-01,nonself,279,5.193702147200268,B
sub-39,ses-02,nonself,11,5.193702147200268,B
sub-39,ses-02,nonself,21,5.193702147200268,B
sub-39,ses-02,nonself,68,1.0,A
sub-39,ses-02,nonself,121,5.193702147200268,B
sub-39,ses-02,nonself,266,5.193702147200268,B
sub-39,ses-02,nonself,311,5.193702147200268,B
sub-40,ses-01,nonself,12,5.193702147200268,B
sub-40,ses-01,nonself,19,1.0,A
sub-40,ses-01,nonself,20,5.193702147200268,B
sub-40,ses-01,nonself,68,1.0,A
sub-40,ses-01,nonself,76,1.0,A
sub-40,ses-01,nonself,78,1.0,A
sub-40,ses-01,nonself,79,1.0,A
sub-40,ses-01,nonself,81,1.0,A
sub-40,ses-01,nonself,84,5.193702147200268,B
sub-40,ses-01,nonself,90,5.193702147200268,B
sub-40,ses-01,nonself,109,5.193702147200268,B
sub-40,ses-01,nonself,114,1.0,A
sub-40,ses-01,nonself,118,1.0,A
sub-40,ses-01,nonself,151,1.0,A
sub-40,ses-01,nonself,202,5.193702147200268,B
sub-40,ses-01,nonself,222,5.193702147200268,B
sub-40,ses-01,nonself,240,1.0,A
sub-40,ses-01,nonself,264,5.193702147200268,B
sub-40,ses-01,nonself,272,1.0,A
sub-40,ses-01,nonself,287,5.193702147200268,B
sub-40,ses-01,nonself,308,1.0,A
sub-40,ses-02,nonself,30,5.193702147200268,B
sub-40,ses-02,nonself,68,1.0,A
sub-40,ses-02,nonself,76,1.0,A
sub-40,ses-02,nonself,77,1.0,A
sub-40,ses-02,nonself,78,1.0,A
sub-40,ses-02,nonself,79,1.0,A
sub-40,ses-02,nonself,81,1.0,A
sub-40,ses-02,nonself,114,1.0,A
sub-40,ses-02,nonself,150,1.0,A
sub-40,ses-02,nonself,151,1.0,A
sub-40,ses-02,nonself,196,5.193702147200268,B
sub-40,ses-02,nonself,240,1.0,A
sub-40,ses-02,nonself,272,1.0,A
sub-40,ses-02,nonself,278,5.193702147200268,B
sub-40,ses-02,nonself,308,1.0,A
