atlas,roi_pos_id,roi_name,subgroup,placebo_change,verum_change,interaction
nonself,125,R_PGp_ROI,Dorsal-Attention,0.28274462172010306,0.16287620969358452,-0.11986841202651854
nonself,277,L_PHT_ROI,Dorsal-Attention,0.03991364131444808,-0.10667969186376691,-0.146593333178215
nonself,84,R_6a_ROI,Dorsal-Attention,0.291219594121221,0.11171273138644855,-0.17950686273477245
nonself,43,R_7PL_ROI,Dorsal-Attention,0.32029155825530076,0.02988055169045234,-0.2904110065648484
nonself,119,R_TE2p_ROI,Dorsal-Attention,0.12401001251886079,-0.2013647714447626,-0.3253747839636234
nonself,201,L_7PL_ROI,Dorsal-Attention,0.4133766259696774,0.07712935919978436,-0.336247266769893
nonself,244,L_i6-8_ROI,Frontoparietal,-0.18388671917253907,0.1397093223457735,0.32359604151831256
nonself,172,L_RSC_ROI,Frontoparietal,-0.16340361502521894,0.14392341765995198,0.3073270326851709
nonself,14,R_RSC_ROI,Frontoparietal,-0.020066551666291677,0.24066858981461836,0.26073514148091004
nonself,141,R_31a_ROI,Frontoparietal,-0.1145307510979503,0.12678500601856424,0.24131575711651454
nonself,64,R_8C_ROI,Frontoparietal,-0.07106938377209238,0.16874413712696024,0.2398135208990526
nonself,71,R_p9-46v_ROI,Frontoparietal,-0.03387582405834966,0.19289365808252512,0.22676948214087478
nonself,85,R_i6-8_ROI,Frontoparietal,-0.08786921895066246,0.11142895831179445,0.1992981772624569
nonself,232,L_p9-46v_ROI,Frontoparietal,-0.02904003344899575,0.16681828258411446,0.1958583160331102
nonself,288,L_PFm_ROI,Frontoparietal,-0.15808963424171107,0.007223441392664398,0.16531307563437547
nonself,126,R_IP2_ROI,Frontoparietal,-0.04195044428612604,0.07895182689381519,0.12090227117994123
nonself,96,R_AVI_ROI,Frontoparietal,-0.004160953510904175,0.10807618478439096,0.11223713829529514
nonself,173,L_POS2_ROI,Frontoparietal,-0.06885203390180061,0.0032312142613397654,0.07208324816314038
nonself,245,L_s6-8_ROI,Frontoparietal,-0.010872388268500899,0.045880644469824095,0.05675303273832499
nonself,187,L_7Pm_ROI,Frontoparietal,0.08357438957637653,0.13887382330172082,0.055299433725344294
nonself,27,R_7Pm_ROI,Frontoparietal,-0.05415562286358,-0.007379322491085194,0.046776300372494806
nonself,54,R_d32_ROI,Frontoparietal,0.03998857786378407,0.0733007530688865,0.033312175205102434
nonself,283,L_IP2_ROI,Frontoparietal,0.09086281581637978,0.12358083098351313,0.03271801516713335
nonself,86,R_s6-8_ROI,Frontoparietal,-0.011038137030328077,0.016790351130910874,0.02782848816123895
nonself,51,R_33pr_ROI,Frontoparietal,0.08309812450315812,0.11082594694257608,0.02772782243941796
nonself,129,R_PFm_ROI,Frontoparietal,0.01999226160457024,0.020097075335729908,0.00010481373115966974
nonself,69,R_IFJp_ROI,Frontoparietal,-0.010988534494495106,-0.018299669930918583,-0.007311135436423477
nonself,149,R_p10p_ROI,Frontoparietal,0.09106703774154479,0.06352375563574686,-0.027543282105797928
nonself,273,L_TE1p_ROI,Frontoparietal,-0.08251446380526284,-0.1114144346383279,-0.02889997083306506
nonself,229,L_IFJp_ROI,Frontoparietal,0.1141185572902792,0.076399235768144,-0.037719321522135196
