"term","estimate","SE","df","t_value","p_value"
"(Intercept)",2.88117989143188,0.0348563881014452,36.1950675754641,82.6585899562101,7.77173276672537e-43
"groupverum",-0.0326472601944609,0.0490988944389531,33.6241716271513,-0.66492862145914,0.510631346039335
"sessionses-02",0.0885568668816219,0.00662284793286721,21405.2275779196,13.3714178219525,1.29306119457918e-40
"G1_z",0.00673588928855059,0.00809534029575295,554.486425410362,0.832069936835692,0.405727670683394
"groupverum:sessionses-02",-0.0188139169933708,0.00950554207078477,21405.2073135936,-1.97925766392589,0.0477997957963241
"groupverum:G1_z",0.0146852826097498,0.00671310161778729,21405.5134893271,2.1875555363022,0.0287127714926511
"sessionses-02:G1_z",-0.0572361397752875,0.00662271112552066,21405.3933853627,-8.64240319266345,5.88414673530283e-18
"groupverum:sessionses-02:G1_z",0.0303326578850088,0.00950599772157558,21405.3181744496,3.19089681834905,0.00142036571835557
