Timepoint,50,69,109,112,117,138,197,200,227,228,237,258,262,289,296,318
0,2.70223,1.861857,4.5786257,-1.7692392,-0.03377746,6.202357,2.9010923,1.3733953,1.4626153,6.0940485,7.3532276,-0.024709696,0.89579636,0.81786156,0.97636306,7.122915
1,4.805847,2.6574228,7.1520905,1.4534651,0.64473414,6.7018905,2.188449,0.8626216,-0.07978459,5.738639,7.9947677,4.6361623,3.2844932,5.9389315,0.67447364,6.6839304
2,5.2089477,1.520998,7.066033,4.4739976,1.9793137,4.5289865,0.12716486,-1.3353727,-2.167361,2.3436928,6.92708,8.401042,5.0174727,10.281859,-0.830433,3.3287876
3,2.732348,-0.60612327,4.996572,4.8020687,2.3848848,0.79856837,-2.0530415,-4.073699,-3.895736,-2.1124535,4.3746834,8.782381,4.609346,11.161714,-2.9721859,-1.0178139
4,-2.0152047,-1.8776115,3.1921031,2.231534,0.41327858,-2.5639277,-3.2372353,-5.678259,-4.647871,-5.2597494,0.7328625,5.47262,1.8557278,8.3538885,-4.5239296,-4.262912
5,-6.6579556,-1.0793934,3.608538,-0.641797,-3.3722944,-3.975011,-3.1785975,-5.4019456,-4.224338,-6.0667267,-3.3798463,1.0266805,-1.5071723,4.335511,-4.32053,-5.5405383
6,-8.527167,1.2912618,6.302599,-0.700455,-6.1931415,-2.9833272,-2.4501088,-3.9937105,-2.7837207,-5.2157807,-6.898108,-0.89000875,-2.921957,2.2338238,-2.162419,-5.3184743
7,-6.545277,3.373337,9.450885,2.6731455,-5.229044,-0.3609909,-1.794011,-2.900788,-0.83176374,-4.082121,-8.437094,1.490779,-1.1911076,3.3194106,0.8261374,-4.4771643
8,-2.022064,3.4597363,10.86785,6.844885,-0.40926713,2.3806472,-1.5359544,-2.9323683,0.81477,-3.4850442,-7.0739827,6.334789,2.2811162,6.1931143,2.8413968,-3.4844933
9,2.3119268,1.4200519,9.610049,8.342569,4.950565,3.7657535,-1.5128304,-3.6387172,1.3568773,-3.302183,-3.3312907,9.506246,4.5742006,8.149399,2.7101586,-2.388876
10,4.264304,-1.1560719,6.3429294,6.1415987,6.6645765,3.131994,-1.3967375,-3.8696365,0.60376567,-2.9915342,0.6234648,7.9916134,3.885614,7.2850065,0.8534881,-1.3118788
11,3.5462227,-2.2096267,2.4054723,2.5374074,3.2897294,1.0519588,-0.9977779,-2.8582168,-0.6933136,-2.2564278,2.134669,2.522874,1.2781343,3.5660627,-0.97316295,-0.64992845
12,1.5044037,-0.84091187,-1.3432579,0.68276817,-2.5212111,-0.9839368,-0.32075912,-0.8279496,-1.2830714,-1.2343123,-0.055630323,-2.9976213,-0.2548669,-1.6487678,-1.0699276,-0.7207213
