"layer","obs_diff_full","test1_p_full","test1_pfdr_full","perm_p_full","perm_pfdr_full","obs_diff_sd25","test1_p_sd25","test1_pfdr_sd25","perm_p_sd25","perm_pfdr_sd25","obs_diff_iqr","test1_p_iqr","test1_pfdr_iqr","perm_p_iqr","perm_pfdr_iqr"
"visual",-0.0617760753813601,0.725982150786499,0.799079168693794,0.78982101789821,0.957024297570243,-0.164258519516991,0.427362755000219,0.700469912245078,0.463553644635536,0.654894510548945,-0.0922062457082498,0.6459984616846,0.799079168693794,0.663333666633337,0.797320267973203
"auditory",-0.00336193739318154,0.385097061607915,0.799079168693794,0.983101689831017,0.983101689831017,-0.158939419975198,0.109495207818654,0.481698253150331,0.131686831316868,0.459254074592541,-0.111381982361787,0.142297253791636,0.481698253150331,0.131386861313869,0.463753624637536
"motor",0.138917118897001,0.583724926870898,0.799079168693794,0.540745925407459,0.957024297570243,0.138917118897001,0.583724926870898,0.700469912245078,0.545745425457454,0.654894510548945,0.138917118897001,0.583724926870898,0.799079168693794,0.547545245475452,0.797320267973203
"extero",-0.205130583722885,0.160566084383444,0.799079168693794,0.155284471552845,0.931706829317068,-0.205130583722885,0.160566084383444,0.481698253150331,0.153084691530847,0.459254074592541,-0.205130583722885,0.160566084383444,0.481698253150331,0.154584541545845,0.463753624637536
"intero",-0.0388511405313619,0.799079168693794,0.799079168693794,0.797520247975202,0.957024297570243,-0.0388511405313619,0.799079168693794,0.799079168693794,0.798120187981202,0.798120187981202,-0.0388511405313619,0.799079168693794,0.799079168693794,0.797320267973203,0.797320267973203
"mental",0.0996023918672863,0.490210216851126,0.799079168693794,0.488051194880512,0.957024297570243,0.0996023918672863,0.490210216851126,0.700469912245078,0.491150884911509,0.654894510548945,0.0390309433319658,0.771913828381548,0.799079168693794,0.769223077692231,0.797320267973203
