subject,session,atlas,roi_pos_id,roi_name,p0_value,p0_label
sub-31,ses-02,nonself,49,R_6mp_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-31,ses-02,nonself,88,R_OP4_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-31,ses-02,nonself,92,R_RI_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-31,ses-02,nonself,167,L_4_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-31,ses-02,nonself,252,L_TA2_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-32,ses-02,nonself,39,R_7AL_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-32,ses-02,nonself,167,L_4_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-32,ses-02,nonself,230,L_IFSp_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-33,ses-01,nonself,131,R_V6A_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-33,ses-02,nonself,51,R_33pr_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-33,ses-02,nonself,148,R_FOP5_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-33,ses-02,nonself,198,L_SCEF_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-33,ses-02,nonself,220,L_8BL_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-33,ses-02,nonself,292,L_VMV3_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-34,ses-01,self,7,Interoception_L_Insula_2,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-34,ses-01,self,17,Exteroception_R_SPL,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-34,ses-01,self,33,Cognition_L_ITG,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-34,ses-01,nonself,40,R_SCEF_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-34,ses-01,nonself,61,R_8BL_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-34,ses-01,nonself,63,R_10d_ROI,1.0,NaN fallback (1.0)
sub-34,ses-01,nonself,92,R_RI_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-34,ses-01,nonself,141,R_31a_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-34,ses-01,nonself,149,R_p10p_ROI,1.0,NaN fallback (1.0)
sub-34,ses-01,nonself,214,L_p32pr_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-34,ses-01,nonself,219,L_8Av_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-34,ses-01,nonself,226,L_47l_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-34,ses-01,nonself,229,L_IFJp_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-34,ses-02,nonself,14,R_RSC_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-34,ses-02,nonself,149,R_p10p_ROI,1.0,NaN fallback (1.0)
sub-34,ses-02,nonself,167,L_4_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-35,ses-01,self,32,Cognition_Cingulate,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-35,ses-01,nonself,283,L_IP2_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-35,ses-01,nonself,304,L_PoI1_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-35,ses-01,nonself,315,L_a32pr_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-35,ses-02,nonself,5,R_V3_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-35,ses-02,nonself,67,R_47l_ROI,1.0,NaN fallback (1.0)
sub-35,ses-02,nonself,132,R_VMV1_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-35,ses-02,nonself,152,R_MBelt_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-35,ses-02,nonself,211,L_p24pr_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-37,ses-01,nonself,86,R_s6-8_ROI,7.790553220800402,lag-3 p0 (ACW-50 ≈ 5.4 s)
sub-37,ses-01,nonself,214,L_p32pr_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-37,ses-01,nonself,315,L_a32pr_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-37,ses-02,self,11,Interoception_L_Postcentral,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-37,ses-02,self,19,Exteroception_R_IPL,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-37,ses-02,self,24,Exteroception_R_Cingulate,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-37,ses-02,nonself,149,R_p10p_ROI,1.0,NaN fallback (1.0)
sub-37,ses-02,nonself,176,L_FFC_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-37,ses-02,nonself,193,L_5mv_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-38,ses-01,nonself,2,R_MST_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-38,ses-01,nonself,113,R_STSvp_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-38,ses-01,nonself,290,L_V6A_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-38,ses-02,self,3,Interoception_R_Thalamus,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-38,ses-02,nonself,22,R_A1_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-38,ses-02,nonself,28,R_7m_ROI,7.790553220800402,lag-3 p0 (ACW-50 ≈ 5.4 s)
sub-38,ses-02,nonself,30,R_v23ab_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-39,ses-01,nonself,252,L_TA2_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-39,ses-01,nonself,279,L_TPOJ2_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-39,ses-02,nonself,11,R_PEF_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-39,ses-02,nonself,21,R_MT_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-39,ses-02,nonself,121,R_TPOJ1_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-39,ses-02,nonself,266,L_A5_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-39,ses-02,nonself,311,L_A4_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-40,ses-01,nonself,12,R_55b_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-40,ses-01,nonself,84,R_6a_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-40,ses-01,nonself,90,R_OP2-3_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-40,ses-01,nonself,109,R_PHA1_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-40,ses-01,nonself,202,L_7PC_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-40,ses-01,nonself,222,L_10d_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-40,ses-01,nonself,287,L_PF_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-40,ses-02,nonself,30,R_v23ab_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-40,ses-02,nonself,196,L_24dv_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
sub-40,ses-02,nonself,278,L_TPOJ1_ROI,5.193702147200269,lag-2 p0 (ACW-50 ≈ 3.6 s)
