roi_id,sampen
8,3.8289474525519624
9,3.812990456727037
36,4.282692931604262
39,3.567173187277628
41,3.946298980166754
42,3.927850214244165
47,3.4781874118963767
51,3.746425923415272
52,3.9315000629525203
54,3.3886417646353624
55,3.869324403773586
56,3.7687136570304847
100,4.140778655782796
101,4.287162676726686
102,4.62993940943954
115,5.412216980216465
168,3.9750330844834254
188,3.9094531096763405
189,4.588714635582264
216,4.392317422778761
219,3.925999418556223
220,4.52572329734648
221,4.329123596291566
222,3.863891265748627
231,3.7706862120102076
232,3.8619031408352082
233,3.8482959416976708
234,3.210987658064199
235,3.8674522844814834
236,3.7155466105313004
280,4.809500193889161
281,4.24370292758186
282,4.599912842187128
284,4.282399730700725
295,4.067590694538724
348,4.095758982805431
