column_name,subject,session,atlas,roi_pos_id,roi_name,tau_recorded
sub-39__ses-02__nonself__roi311,sub-39,ses-02,nonself,311,L_A4_ROI,5.193702147200268
sub-40__ses-01__nonself__roi12,sub-40,ses-01,nonself,12,R_55b_ROI,5.193702147200268
sub-40__ses-01__nonself__roi84,sub-40,ses-01,nonself,84,R_6a_ROI,5.193702147200268
sub-40__ses-01__nonself__roi90,sub-40,ses-01,nonself,90,R_OP2-3_ROI,5.193702147200268
sub-40__ses-01__nonself__roi109,sub-40,ses-01,nonself,109,R_PHA1_ROI,5.193702147200268
sub-40__ses-01__nonself__roi202,sub-40,ses-01,nonself,202,L_7PC_ROI,5.193702147200268
sub-40__ses-01__nonself__roi222,sub-40,ses-01,nonself,222,L_10d_ROI,5.193702147200268
sub-40__ses-01__nonself__roi287,sub-40,ses-01,nonself,287,L_PF_ROI,5.193702147200268
sub-40__ses-02__nonself__roi30,sub-40,ses-02,nonself,30,R_v23ab_ROI,5.193702147200268
sub-40__ses-02__nonself__roi196,sub-40,ses-02,nonself,196,L_24dv_ROI,5.193702147200268
sub-40__ses-02__nonself__roi278,sub-40,ses-02,nonself,278,L_TPOJ1_ROI,5.193702147200268
