roi_id,sampen
1,4.153193506111897
2,4.745954377393462
3,4.473705749619416
4,4.327926835508806
5,4.84799690655495
6,4.0359981982373965
7,4.282933963271499
8,4.136697023193635
9,4.796110164889982
10,3.6301075935185065
11,3.8428619244473197
