"category","group","preto_post_b","SE","t","p"
"Sensory-Motor","placebo",0.0748375162770135,0.00897702620113186,8.33655985849498,8.18141695026581e-17
"Sensory-Motor","verum",0.11641064674474,0.00923728375368806,12.602259478958,2.89791741875766e-36
"Interoception","placebo",0.0593660329758584,0.0252660759882181,2.34963407074139,0.0190001564889836
"Interoception","verum",0.0774178482252531,0.0259985777044952,2.97777244221585,0.0029788400201706
"Exteroception","placebo",-0.016646817354088,0.0245559311447504,-0.677914319597965,0.497972858211372
"Exteroception","verum",0.070707563195971,0.0252678446890894,2.79832190145218,0.00522928554967323
"Cognition","placebo",0.0384142923045006,0.0310904730775299,1.23556474064281,0.216986760914884
"Cognition","verum",0.0467272203919796,0.0319918328652458,1.4605984155019,0.144522255226115
