Timepoint,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360
0,5.617814,5.310824,3.884472,3.9702258,4.210155,2.8383045,6.819211,2.8212695,2.0074031,1.1033056,2.408533,4.1277766,0.5192218,-1.5234733,3.5327077,4.5313926,-2.3629522,5.2616825,4.451127,-1.2499801,-2.5399096,3.4506595,-2.584962,-1.195315,0.5702327,0.02553158,1.7013977,2.650242,3.02438,2.0688605,6.1431932,3.6476326,6.038991,1.2154651,2.0717583,3.3697617,-1.3935688,1.1504053,3.371511,2.9151804,3.1180782,0.09322053,-0.31783473,0.8467286,-0.17741886,-0.9925284,1.4250969,4.3003464,-3.0142877,0.8822528,1.2629206,0.86178976,4.2773385,2.1611192,1.5201467,0.021953408,1.7534562,3.8507426,5.580578,-0.12591097,13.068442,0.34594384,2.2272441,11.732729,14.464482,5.404398,1.04245,1.9159721,3.2223854,0.17799352,2.3969457,6.542274,1.914096,1.6704892,-0.24136814,3.433497,-0.0783622,-0.0735458,1.3063165,3.8807635,2.49348,-0.8504728,3.230417,5.128147,-0.8737458,2.1315165,4.7969165,1.4977763,1.6882039,0.03124121,0.0,0.72716516,0.84819007,6.744087,2.7247143,-0.94986707,0.38823143,1.6534508,3.6753917,0.66286045,6.348353,3.700752,-20.745226,0.36947104,0.5511943,0.03785645,4.056432,-3.4254205,-0.17776191,4.1173835,0.6788156,-1.8198711,5.8064866,0.969287,1.6540658,0.84083915,2.2296054,-3.498965,8.796139,-2.2233305,1.4082551,0.83037543,2.847211,1.275895,-1.4533606,0.4109014,-3.2411592,1.1785438,0.17210066,-2.255138,0.3220639,0.042174798,0.064183585,2.0256023,-1.3269066,1.0993807,-1.7029302,0.33810887,0.22565073,1.0468625,0.12615219,4.6765695,2.3615437,0.92763346,0.97291905,0.57053125,-0.6496938,0.4177541,0.086393304,-0.5846473,-0.94948417,0.16031128,0.7967576,6.7653055,2.0429006,-1.4615551,-1.1294122,7.376561,-0.25917095,-0.75002116,5.9401975,-3.040116,3.029241,-0.36836532,20.63876,6.3934216,1.0582868,4.191401,-0.43871087,-0.56367815,4.403929,0.0,2.362199,1.8111173,1.6279545,0.022662498,1.3402182,-13.521862,-1.5569675,-0.37886247,4.326273,-1.0026636,-2.5156806,2.260497,1.5079988,2.5920026,-3.9616501,2.9674299,1.9745606,2.791563,-0.015230298,3.319335,-0.36579117,14.016327,6.369771,-0.23905659,0.012155858,3.9304426,0.14965382,0.4820241,-2.1367877,-9.127633,0.013292324,8.328752,3.0927713,1.80563,3.6556156,1.4362937,7.5406175,3.0031238,6.2026196,0.86322826,17.371187,6.4365306,4.558087,-0.19587208,-0.027657237,-0.5115278,0.45143947,3.5686312,3.311403,1.8983837,-1.6616827,0.11668609,0.593479,2.0165565,-0.69982654,0.33669212,-1.6364888,-0.1861573,1.1392262,-0.5405709,-1.2079192,0.80788237,1.3625054,1.5365993,1.3365222,0.15507443,3.3209426,0.23872605,16.35774,5.1789002,3.9789968,16.402054,6.244953,11.808365,2.479484,0.31195644,5.1787143,2.298631,5.0759897,4.1514187,1.299594,-1.0255474,2.0986845,4.560448,3.1428764,1.8756931,4.852975,1.3322295,2.950816,2.828815,5.6146274,5.2835193,4.958125,4.1328807,2.1865144,0.5674209,5.2539544,0.0,-0.03816382,5.252301,-0.107203044,1.2681594,1.5744969,-2.8379884,-0.2670771,6.054282,-0.0017676841,0.31251827,0.2688514,1.0572622,2.9946434,1.8714042,1.8170267,0.9911545,8.889805,7.2602696,5.4393263,0.6334583,-0.14274277,2.6033494,4.233873,1.5235045,-1.4556237,-1.3794543,-0.28718486,-4.2063584,-3.4234407,-2.0883021,-0.8200391,-2.2087154,5.3680277,5.2251997,0.032364294,17.640137,2.3408127,4.065133,-2.3792856,-5.1647415,2.176921,1.0847951,-2.3067303,-0.22069864,0.051160064,-1.310519,-0.73938364,0.7743064,4.1760583,-1.6911242,1.1726749,0.69999576,2.9719858,0.13324025,1.7226135,2.5529277,1.3837289,1.0636293,1.2426995,0.80460423,0.7290796,-1.3254732,11.004288,6.763183,8.715622,-1.1776763,-1.6039554,0.5707036,0.19951165,2.4526303,-0.04130025,-3.4091952,9.359805,-9.055899,13.6054325,1.6903684,-0.08521816,1.3981613,1.4815737,2.9596508,4.5388713,0.35859022,9.37818,5.244494,2.4843724,-1.0363027,-0.05034752,1.4804802,5.7769904,10.191906
1,5.2483206,-1.545122,2.1216335,2.358447,1.8098754,2.7751455,6.3573513,1.240891,1.9584008,2.600701,3.2267585,3.9065897,-1.6122394,-3.1732051,3.495976,2.4761565,-2.3519151,3.6487405,6.8042073,-1.8106424,-3.540819,0.91493857,-4.984438,3.8352067,0.537423,-0.20346059,-0.9664671,1.2337438,0.6202081,-2.31526,4.3724937,2.9380827,2.4176478,-0.42260477,0.5375647,2.6140618,-2.4477897,-2.3874047,3.008759,2.4922502,-1.6985755,2.3712282,-1.718997,1.2531942,1.138144,-0.54693204,0.08485276,3.9691393,-4.8737326,-1.3161892,1.2858791,1.406556,4.5496464,1.53747,2.4050856,0.80616504,2.0751503,5.248431,6.3521414,-0.99384147,23.36049,0.37482414,5.481931,15.086468,20.75953,6.479373,1.387136,1.5294206,3.7384026,-0.43770337,4.88628,8.9460125,1.9874946,0.61795676,-1.2875456,4.8193517,-0.08302117,2.2460773,2.0642025,4.343591,2.3955114,0.30428717,4.6693535,5.3598347,-0.21197407,2.583061,7.520628,1.7379193,2.4908326,0.029936198,0.0,3.872671,0.9094551,6.118073,2.555377,0.16958085,0.08005653,4.3950205,3.7433646,0.3519707,6.2634625,5.4764795,-21.08188,2.0241542,0.4549055,0.87244576,3.530779,-1.6305314,1.4836242,-1.5559964,-0.43991426,-1.9928169,5.8839936,1.7799208,1.6620827,1.5648746,1.645802,-9.567094,0.02407832,-8.803113,-3.5114746,-0.7483508,-1.2846653,-0.55306697,-3.2246659,-8.797804,-6.2966747,-1.7795721,0.24402757,-2.7707667,-0.25158313,-2.2635624,-0.7762772,2.655841,-1.2817048,-0.4791583,-1.566132,-1.4673293,-1.9847585,-1.0072596,-0.10910757,-0.5046886,0.18290159,1.8481163,0.2364779,-0.54411036,-1.5068158,1.1299143,0.9226084,-1.2958161,-0.8995063,-1.2769651,1.1910001,8.150011,-2.094111,-4.4519277,-5.3353133,5.262385,-4.5547895,-2.702465,1.3805517,-6.8520904,2.6764207,-3.7286682,31.561138,4.0675387,-1.8852193,1.9737182,-0.07914965,0.22374411,5.985496,0.0,-4.055797,1.2372968,2.3094332,-0.77359253,0.87351656,-17.726656,-0.9959534,-0.57664543,3.5930312,-3.3990598,-5.9995394,0.02544459,0.48180693,-0.20150074,-4.0857925,0.58646184,1.0503087,3.2934275,0.78486025,1.3742878,-0.63068056,15.103223,4.666871,-3.48216,-1.4896715,1.5599182,-2.1962724,2.282404,-0.58481145,-9.498995,-3.3976028,11.233329,3.0548904,0.90643007,1.5783033,0.4566856,8.655885,-0.45576206,5.5810204,1.7025898,21.979023,7.1765656,2.39953,-1.7774763,-2.3587644,-1.3515183,0.75971407,2.5816965,2.1653347,0.6251901,-0.2032265,1.19198,0.109873034,1.0349067,-1.6849641,1.4275484,-2.626829,-3.9305527,-0.08035097,-2.1293917,-0.450739,-0.39316133,-0.3063844,1.4405917,2.7783072,4.0199184,4.1903157,1.6716264,25.825356,5.73823,8.30694,28.354586,10.964897,14.957479,2.0300052,0.656786,5.005181,1.3359648,6.2271323,6.812215,1.5079427,-0.10417747,1.0295142,5.1607766,4.1576824,1.6815904,8.801399,5.294157,3.146484,4.443366,6.4456706,6.040192,5.6758966,6.6804757,3.526597,0.2621298,7.3504734,0.0,-0.028285366,7.7493024,0.4933193,3.351385,-0.7834782,-2.222898,-2.2390983,3.4846613,1.9457388,1.3707683,-1.7497207,1.555562,-3.5777147,0.64615965,-0.69773155,0.8685494,8.30212,10.340643,6.358753,-0.95462096,-1.3437173,5.497941,6.317666,3.3218882,-0.064595774,-4.9541397,-4.0209804,-1.147122,-5.8798833,-4.82776,-2.7074811,-1.3132162,1.5211273,6.1039147,-1.4675575,11.233895,0.1531399,2.5367115,-4.2504196,-4.1146917,1.1205859,-1.8847783,-4.2787337,1.3038079,0.89734334,-4.5197988,-3.1796908,-0.65141094,2.723314,-4.078398,0.034436926,-3.7486703,0.14699489,0.25236958,-0.8777899,0.4395145,-0.6218555,0.37869713,-0.11659345,-2.2974062,-2.1532996,-4.692999,11.934673,2.7723887,9.326914,-2.3076284,-5.5856466,-0.9824563,-3.4625766,-1.0148929,-5.766362,-8.285098,10.779611,-7.1032705,23.321148,-2.6661038,1.0459137,0.70204693,0.5324502,3.313344,5.4014177,0.3496356,6.6783752,5.7159247,2.3425543,-4.3510394,-1.5560474,-1.3335621,9.079396,12.819748
2,1.4814894,-12.055569,-4.0827165,-2.615978,-3.762481,-0.00624031,4.0016036,-3.1366215,-0.29603517,2.8053575,2.4916444,1.5960006,-4.7480226,-4.692435,3.2479436,-4.2196255,-2.413267,-2.3748388,2.9986787,-3.6745908,-3.5563908,-6.564762,-7.1578503,8.392366,0.8682121,-0.9911192,-4.2477236,-1.3785299,-3.350474,-6.042672,-3.1405375,1.1129615,-4.1981597,-3.3821056,-1.7111409,0.6711674,-2.6399767,-6.649089,0.62214595,1.0558381,-6.0340147,3.4779165,-2.5416305,2.181961,1.3375347,0.60378724,-1.8279535,1.8134274,-5.9245124,-2.4956887,-0.067364275,1.3313379,0.60832614,0.33478057,3.3046963,0.3340709,2.7064526,4.249974,5.751685,-0.49775136,30.620956,0.9351861,6.590034,15.377062,22.26814,5.900294,1.3477395,0.22200857,3.273687,-1.6546898,5.1606064,10.171893,2.0187306,-0.27479059,-2.4592905,5.4432015,-0.03839248,3.786003,-0.19277978,2.1935344,1.9408396,0.68435353,4.1198688,2.9021852,1.486131,2.9883585,6.886136,1.6191819,3.1395655,0.045660917,0.0,6.00241,0.76083225,3.0533664,1.267068,2.6974363,-0.19111463,5.4220247,1.6437929,-1.5029032,2.4561944,3.2628202,-8.721855,3.2216928,-0.27234438,0.42355752,0.6986158,2.7508585,3.5706215,-7.876206,1.1042447,-1.213084,3.656133,3.121482,0.637406,2.316978,0.69874185,-9.106595,-17.116375,-13.8353,-10.910522,-2.2150075,-6.449456,-2.63152,-4.4063854,-19.070242,-7.627795,-6.4908447,0.017101005,-0.554977,-0.7594318,-4.636622,-2.7213063,1.7288504,-1.001846,-3.7853742,-0.9007887,-4.1628304,-4.4326825,-3.629861,-1.5339557,-7.5930276,-2.479064,1.7609568,-1.2638192,-1.6870035,-2.2159224,1.9396118,2.2384596,-2.3723137,-0.48654714,-2.9612656,-2.48935,1.1936324,-8.216461,-7.0785584,-9.151465,-1.3685699,-10.078191,-5.6830125,-4.1454754,-10.250962,-1.9576538,-9.260461,34.644596,0.938014,-4.7139225,-4.4926124,0.088827915,2.4968576,5.6622863,0.0,-10.948004,0.63446957,2.6456378,-2.2897224,-0.9171013,-18.325575,1.1056676,0.32008556,0.8630437,-5.693718,-10.408117,-4.2958255,-2.2804875,-4.6671095,-3.316645,-4.2468944,-2.5574625,1.975361,1.4771352,-1.962241,-1.9843013,8.685748,0.360932,-6.912247,-5.8029456,-4.431697,-4.8602743,6.237228,3.4399292,-8.003341,-7.2733583,8.195417,1.854981,-1.3664743,-0.40085304,-2.9094791,5.587062,-4.998281,-0.6374845,1.169548,16.736403,5.310868,-2.2809408,-3.6633928,-5.647192,-1.9526962,-1.3748558,0.69826794,-0.27317038,-2.584262,2.080281,2.8458598,-1.5131477,-0.39510405,-3.0777876,1.3618138,-4.2930937,-8.304684,-1.973377,-4.241583,0.257468,-1.769692,-2.5641956,0.3187503,3.1656172,6.3481493,4.4676147,2.7144082,31.252987,3.8400512,9.463245,34.84684,14.282401,15.576596,0.6949708,1.3324078,2.7627227,-1.0632235,3.8559844,7.9822555,1.3728951,2.041651,-0.50863945,3.8434527,4.3693247,0.21396403,9.712582,6.4487915,2.6296268,4.074935,5.6796203,4.375096,4.398925,7.0006857,3.7211459,-0.20316234,7.5726333,0.0,0.16856435,8.678849,1.324793,4.560168,-3.057966,-0.09351133,-2.8968809,-1.3212476,2.5065951,0.6384712,-5.1573234,1.0593959,-8.063653,-1.920556,-3.45838,-0.5104365,2.9714859,10.218632,4.5464067,-4.0029387,-2.5221105,7.7820716,6.2999964,1.2843624,-0.34682894,-7.5108557,-7.9226274,1.948787,-8.958706,-9.29015,-7.1392117,-0.10121011,-3.0543928,3.0568526,-3.2459521,-4.9356213,-4.9537783,-2.859786,-5.495803,-2.2679358,-0.9940625,-6.1089516,-6.0143785,2.591614,2.2368197,-8.182074,-3.6795413,-2.8425157,-0.92103076,-6.418463,-2.795782,-9.927655,-3.62675,-2.1570413,-4.957373,-3.8094766,-3.2800903,-0.6263282,-2.2624717,-5.990538,-5.9999638,-7.7997828,2.5446734,-7.628196,2.5363832,-1.7119634,-9.459063,-3.911117,-6.5491543,-7.572522,-10.378954,-9.211522,6.927665,-1.9902402,28.019783,-6.364963,0.3177178,-1.39824,1.2596079,1.7552531,3.5844982,0.26886913,-0.9790214,4.1356525,1.276375,-9.621103,-3.647869,-5.620266,9.326933,11.641014
3,-2.86331,-19.11271,-12.343029,-7.3829083,-9.055593,-4.3513117,1.6501831,-7.7111845,-3.9739444,1.524651,1.1457508,-1.2464886,-7.807607,-5.614727,3.3181977,-12.256874,-3.4183252,-9.389812,-7.019529,-7.1687584,-2.1531868,-15.64398,-7.4647675,7.6589565,1.1567512,-1.6300838,-4.7650795,-2.9970636,-5.5237694,-6.3811736,-12.511824,-0.39036593,-9.8477745,-5.9560804,-2.2152615,-1.6762755,-2.5214705,-9.46641,-2.387643,-0.7726513,-7.2361083,1.9815198,-3.083168,3.4161074,0.45448527,1.9054595,-3.3366454,-0.29188967,-5.975756,-1.0356636,-2.4416425,-0.083628125,-5.5613127,-0.86179197,2.9738116,-1.59735,2.923318,-0.19424978,4.115165,1.4562528,31.617292,2.3612025,4.3714404,14.194662,20.828062,4.801423,0.9147396,-1.2773072,1.8067989,-2.95203,1.7152246,10.938968,2.6309407,-0.4319035,-1.7865369,5.5891414,0.07997985,3.3912768,-3.9319556,-1.8808558,1.8698845,0.2822147,1.8334509,-0.8468669,4.074017,3.1815567,2.966912,1.7835938,3.5324287,0.064001486,0.0,5.251211,0.8557387,0.3790214,0.20529702,5.14699,0.35620528,3.6336036,-1.3844804,-3.7097096,-2.2981794,-1.2648642,3.402639,2.0790656,-1.5495864,-2.1228874,-3.4921386,6.9438868,4.423565,-10.1471,6.484795,-0.10719491,0.71513736,3.9008906,-2.4742842,2.5847385,0.7947029,-1.3828748,-32.584236,-14.070128,-17.453297,-2.4697335,-8.996691,-3.1830316,-4.159755,-25.132092,-5.2357187,-9.768048,-0.04169486,3.6151338,-0.8165156,-5.522683,-4.8144546,-0.51030415,-0.92612886,-7.334572,0.26289126,-5.829337,-5.6562176,-5.0683556,-3.9181032,-11.569539,-2.9381647,0.81029326,-2.34466,-2.6812577,-1.9269711,2.4940495,3.258212,-3.1096892,0.16618568,-4.339373,-7.833979,-11.220713,-12.839091,-7.541117,-9.663668,-8.684336,-14.969441,-7.34505,-5.4414864,-10.461318,-9.525926,-14.206033,29.188456,0.13048771,-5.1346173,-11.433906,0.5662184,5.669765,4.005583,0.0,-13.691967,1.3759483,2.2263854,-2.3870292,-2.8438442,-15.970866,4.1110787,2.4701264,-1.7354138,-6.8866363,-13.920522,-7.6221786,-5.106442,-7.6727805,-2.663963,-8.114597,-7.1771955,-0.3184295,1.5962479,-4.6334853,-4.502834,-0.909595,-3.55038,-8.666738,-11.330459,-11.2928095,-6.7141376,12.176863,9.029498,-6.4522476,-8.730728,0.71333337,0.5252506,-3.316073,-0.3262769,-6.4860783,0.74750555,-7.50399,-9.594724,-0.5812793,3.0770671,2.6314285,-6.0364904,-3.777884,-8.036302,-2.4481077,-5.2021284,-0.30034915,-1.9052768,-5.7236133,3.0513477,3.3372457,-3.516016,-1.3934696,-4.188427,-0.29490393,-6.2136345,-10.49916,-3.763454,-6.297778,-0.24938649,-2.903826,-4.211193,-1.7764063,1.7264063,3.8943992,4.397966,2.6218116,31.770248,1.1940534,6.0432353,33.897655,15.3278,14.457027,-0.6057989,1.417621,-0.18750745,-3.428144,-0.6678362,7.9732738,1.457066,4.290683,-0.8230831,1.5480757,4.118141,-1.0534879,6.913909,3.6836636,2.5518203,1.3408104,4.4188447,1.269531,1.5610735,4.5382295,1.9875604,-0.46978056,6.069688,0.0,0.5451634,7.695193,2.5901692,3.8609636,-2.1595082,1.6029676,-1.440483,-4.881499,1.0788908,-2.0379517,-8.135096,-0.935806,-5.642763,-4.0931845,-3.824794,-2.5809968,-3.9104874,6.894788,0.8310369,-8.002299,-2.5348015,7.1379795,3.9315562,-3.5445294,-2.4066033,-7.7261143,-9.828668,1.0614669,-12.150677,-13.372011,-13.522571,0.31422937,-4.1269836,-1.8760183,-3.894005,-21.586441,-11.674226,-8.737235,-4.9606943,-0.44472945,-2.810741,-8.74929,-6.461643,2.477127,3.8549025,-10.364135,-1.015177,-4.1617594,-4.520641,-7.7271776,-5.7691703,-14.253761,-4.8286996,-6.2922683,-7.6526093,-7.7429523,-3.97056,-0.99120355,-3.8846362,-7.875056,-8.383245,-9.400102,-12.35293,-18.584103,-8.704006,0.22839817,-11.011054,-6.858312,-5.8718486,-13.962263,-10.152824,-5.8047404,-1.0067016,3.104157,25.261509,-6.117424,-2.4666758,-4.133024,5.097456,-0.35235628,0.17583549,0.17794435,-7.623757,2.016312,0.2758086,-12.292034,-4.8691072,-8.943115,6.7179117,8.0264
4,-4.4368887,-16.820143,-18.005692,-8.26618,-10.558797,-7.723348,0.23026726,-9.116465,-7.043546,-0.2265822,0.5321829,-2.5742705,-9.4304495,-5.842502,2.8785148,-16.302616,-4.891648,-12.663045,-17.965504,-10.524063,0.18438356,-20.898935,-4.6127377,-0.3508396,0.41047257,-1.3296474,-1.1394854,-1.9768252,-3.7326753,-3.67526,-17.631536,-0.6199328,-11.55083,-6.3465133,0.04646,-3.7733595,-3.12181,-9.382018,-4.1791415,-2.5550096,-5.851938,-1.3934503,-4.226719,4.173146,-0.38145536,2.713259,-3.8387654,-0.27104834,-4.814574,2.69685,-4.506763,-2.648244,-9.637315,-1.7722008,0.46150386,-3.8043702,1.0809927,-6.750572,1.3147023,3.0537198,25.356003,3.6147773,-0.19411978,12.856497,19.229733,4.243892,0.12286663,-2.1349607,-0.70785487,-3.6698055,-4.462811,11.213929,3.6154284,-0.0951698,1.6168126,5.4574842,0.23826279,1.546016,-5.642871,-5.6661167,2.2960694,0.24178039,-0.76844877,-3.5700495,6.83981,2.540387,-2.0762708,2.5681868,3.3803859,0.055112768,0.0,2.1345546,1.4178313,0.31654134,1.1419582,5.754119,2.0898812,-0.07010204,-3.4817443,-4.418647,-4.55623,-4.0029902,1.178393,-2.230668,-3.3144975,-5.8642287,-7.080757,7.862652,2.8307025,-6.7027516,13.42544,0.42828286,-1.2592622,2.4947963,-7.6151075,1.8937999,2.5505874,7.9630933,-35.26739,-8.491199,-19.40961,-1.3911067,-7.011282,-1.7323145,-2.6937306,-23.599472,0.21559283,-9.059031,0.40684444,6.8814406,-0.38192672,-4.337962,-5.568489,-2.8020391,-1.2292984,-8.941585,1.5968575,-5.0709624,-4.837457,-4.2056394,-6.0886717,-9.617803,0.054368094,0.15452771,-1.8191051,-3.7078986,-0.5172051,1.94123,2.8421445,-3.2652986,0.77213794,-4.6794977,-9.9142885,-20.87633,-12.750391,-5.252932,-5.699259,-12.170989,-17.027042,-5.702646,-1.3466262,-5.9314027,-15.875387,-15.322869,19.048008,2.4353926,-2.650167,-13.675355,1.7493709,8.137817,2.583145,0.0,-10.198451,3.2211878,0.34564766,0.028682772,-3.378419,-12.430702,6.0175505,4.4414387,-2.3135073,-6.324666,-14.77163,-7.050939,-5.9637136,-6.7875915,-2.6156235,-7.7485723,-9.656565,-1.9185253,1.2611414,-4.979118,-7.01023,-7.305725,-4.929898,-7.710547,-14.039067,-15.054028,-6.786478,17.860212,13.617349,-5.5176697,-6.230015,-6.7614975,-0.22031449,-3.1111405,1.6629052,-7.523633,-2.7048733,-6.5218787,-15.69638,-2.4092815,-12.703418,0.8101033,-5.7912526,-1.1016347,-7.8719378,-2.951248,-8.108705,-0.35808834,-1.8242542,-6.277145,1.0718912,1.0600821,-4.7366147,-1.604065,-4.1,-2.7592788,-7.1420784,-8.2754755,-4.6827335,-7.514627,-2.0581105,-3.6382864,-4.7334275,-4.216623,-1.1487471,-3.7832947,3.1457438,0.96859753,27.607597,-0.42887858,-0.37615547,26.926756,14.149674,11.936059,-1.3414141,-0.3785688,-2.7196875,-4.314031,-4.8956814,7.185908,1.8562138,5.0116816,0.5827438,-0.36893424,3.7552452,-0.7638593,1.812227,-0.82509154,3.124228,-2.2965672,3.309009,-1.7302439,-1.3917806,0.059622906,-1.7629461,-0.32395473,3.8606942,0.0,0.90887725,5.417274,4.1148553,1.353001,2.6328473,1.0383527,1.1355894,-5.1723824,-1.8418599,-5.246658,-8.721879,-4.152887,2.463568,-4.643284,-1.1646414,-4.119822,-8.354514,1.9602231,-2.7947674,-11.388716,-1.1651615,2.535087,0.039735913,-7.1866264,-4.605231,-5.7622766,-8.5645895,-4.5020638,-13.170355,-14.055098,-18.600067,-0.58641326,-0.54542094,-5.2024636,-2.6510344,-28.26422,-16.867426,-10.727789,-2.580409,1.027842,-3.1957345,-8.082333,-5.089475,0.80256623,4.817423,-9.733877,3.2283144,-3.4518247,-5.5943255,-7.4503717,-7.0309224,-13.765692,-1.7125539,-8.935018,-6.492574,-8.600111,-1.7274542,-0.48534638,-4.188283,-6.6147003,-7.6426444,-8.739091,-22.557692,-22.790112,-18.213963,2.1694617,-9.079999,-7.821369,-0.74774003,-15.788179,-4.936207,-1.5650991,-8.975596,5.351695,17.100113,-1.7158345,-5.7883997,-6.332694,10.149805,-1.4057107,-2.5842018,0.10019321,-8.222179,0.5554172,-0.028647033,-8.872273,-4.030828,-8.7008,3.0011554,3.845771
