"layer","obs_diff_full","test1_p_full","test1_pfdr_full","perm_p_full","perm_pfdr_full","obs_diff_sd25","test1_p_sd25","test1_pfdr_sd25","perm_p_sd25","perm_pfdr_sd25","obs_diff_iqr","test1_p_iqr","test1_pfdr_iqr","perm_p_iqr","perm_pfdr_iqr"
"visual",-0.144430622009569,0.611711973186569,0.916193309073068,0.616238376162384,0.911548845115489,-0.277636363636364,0.281807581369895,0.56361516273979,0.289071092890711,0.578142185781422,-0.172395721925134,0.468664734578482,0.86359113082014,0.495950404959504,0.822217778222178
"auditory",0.163421052631579,0.4430274682672,0.886054936534401,0.450754924507549,0.901509849015098,0.163421052631579,0.4430274682672,0.664541202400801,0.448155184481552,0.672232776722328,-0.0364285714285714,0.783872342288374,0.940646810746049,0.822217778222178,0.822217778222178
"motor",-0.253947368421053,0.0330185409763731,0.198111245858238,0.0814918508149185,0.488951104889511,-0.186111111111111,0.0542101058220556,0.192528604597523,0.159384061593841,0.478152184781522,-0.0446691176470589,0.57572742054676,0.86359113082014,0.568243175682432,0.822217778222178
"extero",-0.311278195488722,0.0773424697742177,0.232027409322653,0.16958304169583,0.508749125087491,-0.231954887218045,0.0641762015325077,0.192528604597523,0.134886511348865,0.478152184781522,-0.143299425033171,0.103513899300288,0.621083395801729,0.292470752924708,0.822217778222178
"intero",0.0081818181818182,0.941979779791022,0.941979779791022,0.97960203979602,0.97960203979602,-0.0344497607655503,0.740151237043209,0.763494424227557,0.746025397460254,0.762923707629237,0.0269138755980861,0.986115739451411,0.986115739451411,0.77042295770423,0.822217778222178
"mental",-0.0801315789473684,0.763494424227557,0.916193309073068,0.75962403759624,0.911548845115489,-0.0801315789473684,0.763494424227557,0.763494424227557,0.762923707629237,0.762923707629237,-0.1875,0.282659871090489,0.847979613271466,0.293470652934707,0.822217778222178
