"layer","obs_diff_full","test1_p_full","test1_pfdr_full","perm_p_full","perm_pfdr_full","obs_diff_sd25","test1_p_sd25","test1_pfdr_sd25","perm_p_sd25","perm_pfdr_sd25","obs_diff_iqr","test1_p_iqr","test1_pfdr_iqr","perm_p_iqr","perm_pfdr_iqr"
"visual",0.0860822811927784,0.276178952965291,0.917194054123145,0.272172782721728,0.914158584141586,0.0860822811927784,0.276178952965291,0.943986659421856,0.272172782721728,0.943305669433057,0.0860822811927784,0.276178952965291,0.993697942446716,0.272172782721728,0.994700529947005
"auditory",0.0545178614388398,0.563278501497675,0.917194054123145,0.562043795620438,0.914158584141586,0.0545178614388398,0.563278501497675,0.943986659421856,0.562043795620438,0.943305669433057,0.0126262102427683,0.88375472838105,0.993697942446716,0.885611438856114,0.994700529947005
"motor",0.0491124806874242,0.576238465407,0.917194054123145,0.57984201579842,0.914158584141586,0.0491124806874242,0.576238465407,0.943986659421856,0.57984201579842,0.943305669433057,0.0546426716829377,0.461346752175842,0.993697942446716,0.463353664633537,0.994700529947005
"extero",0.000694415097080163,0.993697942446716,0.993697942446716,0.994600539946005,0.994600539946005,-0.037055337778983,0.64744087340178,0.943986659421856,0.643635636436356,0.943305669433057,0.000694415097080163,0.993697942446716,0.993697942446716,0.994700529947005,0.994700529947005
"intero",0.0504019427008965,0.611462702748763,0.917194054123145,0.609439056094391,0.914158584141586,0.00636354316251049,0.943986659421856,0.943986659421856,0.943305669433057,0.943305669433057,0.0504019427008965,0.611462702748763,0.993697942446716,0.611838816118388,0.994700529947005
"mental",-0.00750149183939182,0.935100081925722,0.993697942446716,0.930706929307069,0.994600539946005,-0.00750149183939182,0.935100081925722,0.943986659421856,0.932306769323068,0.943305669433057,-0.00750149183939182,0.935100081925722,0.993697942446716,0.932006799320068,0.994700529947005
