roi_id,sampen
8,4.681288617796181
9,4.323566590283117
36,4.228818690495881
39,4.156504485679991
41,4.552782094972007
42,4.514573172829758
47,4.263901149651327
51,3.730285528930391
52,4.427124781577575
54,4.092757140919852
55,4.434822151293297
56,3.8051607086446926
100,4.855491443101874
101,6.232660756790275
102,4.5777309314900805
115,4.8006185905617285
168,4.592955291474687
188,4.274099569796747
189,4.837943241891027
216,4.414374343651958
219,3.617132506382064
220,5.561394029582752
221,4.8011586560936985
222,4.529820946528695
231,4.385862400641461
232,4.144194726348895
233,4.383966053345838
234,4.442469626558579
235,3.9084164498394784
236,4.29716018973842
280,6.1765887317233235
281,4.943817164606877
282,5.157346935362843
284,4.566550463607276
295,4.738767836800192
348,4.8875252707415875
