roi_id,sampen
26,6.483815777264256
27,6.419538891513784
28,5.491853096329675
29,5.672425341971496
30,7.082149041353872
31,5.578507478583857
32,5.614709844115209
33,6.0916998341368105
34,5.165700415580587
35,5.678071905112638
36,5.3831282513241
37,5.395177076918001
