Timepoint,1,2,3,4,5,6,7,8,9,10,11
0,-2.294794348733766,-0.2516480340641372,-0.7015957884034332,-0.9274770009274386,1.3351996563831154,2.4217570643035735,3.18235787323543,6.688946017045147,-0.3805785106152904,-3.271396367829673,-0.8504410909146679
1,-4.477737199895236,-0.7141174667952012,-3.137206886495863,0.2889982887676784,4.676273586798687,-3.744658211056067,2.5159574771414,8.998839305067548,-1.4427431137586126,1.4354265897857899,1.045616861508817
2,-6.381231994045024,-5.287053973090892,-3.33883189911745,2.4435965716838837,4.817433143148617,-10.226864768534291,-0.49637394246398187,6.644792985551211,-5.07962658697245,6.1049580957208365,1.25263583447252
3,-6.7980943310017485,-10.422706654485392,0.14289796717312872,4.000639977503796,1.8644578931282978,-11.41615028405676,-4.160378064428057,1.8273046726588995,-9.961985119903574,6.206026329069721,-0.5513320759851106
4,-4.612218469989543,-10.065443669046674,5.597025065397729,3.84328302072019,-1.106445353858325,-5.135643643992288,-5.735810476906446,-1.2361096171092014,-12.656538519324089,0.9524816876011235,-2.539675647658961
5,-0.18437179497310094,-1.817325921691194,8.966367834988905,2.343536350191856,-1.2255499168318145,4.912903884235694,-3.8389903021102048,-0.41006962118708357,-10.582782433957469,-5.522881940919525,-2.5689092511121108
6,3.985279932314036,9.560336971161316,7.032177231141499,1.006835536252023,1.162093386966355,11.76081022437738,0.06608967513454203,2.268339426541815,-4.733356857786373,-7.712465901764071,-0.4740784715633003
7,4.629279280195431,15.55118384409924,0.29714095835783044,1.0148514302409426,2.8569601798544126,10.883390152940946,2.7418150342240626,2.666995641832449,0.7903530769126148,-3.7886539718174204,1.6460034847259521
8,0.5116115727899025,11.524151112504152,-7.105689532902776,2.075352056902282,1.2830835386198394,3.9547631710159536,2.04195160156458,-1.2016341607181393,2.3224153275392494,2.6530208137570597,1.6035790558980436
9,-5.872484669089317,1.1965644067647505,-10.588520966014084,2.6591136461617997,-2.49437663141562,-2.8716848170270723,-1.1297394995178496,-6.996930177570606,-0.1556387707895162,5.864395390359723,-0.4615023403751607
10,-9.803872033345456,-6.753004928024447,-8.665156700173203,1.354855859766201,-4.490426265463537,-4.67293805891781,-3.765193830947487,-10.119550577535922,-3.445825589402598,3.1344553952922625,-2.067868083715439
11,-8.2540688773199,-6.7719548587896385,-3.801772744071727,-1.90855246903945,-1.7870459751207002,-2.149857740012967,-3.7501478157177264,-8.004420907521734,-4.780270580658499,-2.9360368929955425,-0.9806769739608375
12,-2.7118407110778655,-1.1891434971167116,0.05240461656025478,-5.750593367888003,4.13234725047131,-0.5196560980105887,-1.8969780985189943,-2.4471585222957084,-4.716069472839638,-6.978182158908066,2.2386907726830367
13,2.0341629928776195,3.045365287637224,0.8685377574019724,-8.245816211311185,8.206603244859345,-3.918104940531205,-0.8697320508713625,2.1914584162283917,-5.954170017617241,-5.562280136711744,4.519868853749061
14,2.3678261741083495,2.0250416173010457,-0.19799767221723283,-8.033547952010924,6.298190588853797,-10.712440945360125,-2.0614076420968894,2.9787560627624696,-9.232453654007037,0.2892700062722576,3.329847830898908
15,-0.6259571849083414,-1.2231970572349977,-0.5519237390586308,-4.978295132289736,-0.7885629814498278,-14.41776631266943,-3.7459811775051817,0.6911084218596926,-11.0323415301284,6.612954364747417,-0.5869477616280926
