roi_id,sampen
1,5.83605035505807
2,5.287009678684134
3,5.7029597101196075
4,4.8250135885541106
5,4.914626244388124
6,5.2223924213364485
7,5.577428828035749
13,4.817623257511431
16,5.321928094887363
17,5.301750212949732
18,5.8907709302452425
19,4.838719092966939
20,4.8610869059953945
21,4.855906666889714
22,5.200564273792681
23,4.745264917384693
48,4.450032920635048
49,4.3207253478057055
121,7.219168520462162
142,5.957102041562286
152,4.680886920719692
153,5.847281106470364
154,5.731803889050427
156,4.769654212872381
157,4.5376567859428
158,4.466864376143814
159,4.9010497170194585
160,6.257387842692651
163,5.304997698937485
181,5.614709844115209
182,4.69302224657861
183,6.019899557437705
184,5.424026282506098
185,5.019193565233311
186,4.886343218204433
187,4.353636954614701
193,4.721990750198669
196,5.720477471377637
198,4.743508440032978
199,4.652486494918165
201,4.609247152844583
202,4.9696263509564815
203,4.462878920255766
229,4.447749813589662
301,5.357552004618084
322,5.307988903929489
332,5.20387233336565
333,6.79766152585376
334,5.469234793667656
336,4.684498174272071
337,4.950611973037836
338,5.051280504943693
339,4.642573223891252
340,5.279699859498065
343,5.285402218862249
