roi_id,sampen
1,6.312882955284356
2,7.103287808412023
3,5.591881914660947
4,6.380821783940931
5,5.857980995127572
6,5.0687782779854125
7,5.172427508645482
8,4.4737552391839674
9,5.852442811586142
10,5.857980995127572
11,5.370291116448762
