roi_id,sampen
1,6.040015678847879
2,5.258734268400168
3,5.426264754702098
4,5.123651148865636
5,4.985940056161462
6,5.235888263820671
7,4.840723671642773
13,5.044394119358453
16,4.982249597862581
17,5.65950945408621
18,4.494450207815714
19,4.651283207674794
20,6.203592714207707
21,3.97769622563551
22,5.135863165368679
23,4.939579214314693
48,4.610122574619557
49,4.233490130219779
121,5.138414028697095
142,5.441967712895812
152,5.152395076884736
153,5.902512155097944
154,5.110613805500896
156,4.981091537449935
157,5.026062296586196
158,4.7732660314783235
159,4.5001923972424045
160,5.091315166745947
163,5.08533966935737
181,8.447083226209653
182,4.445052479264127
183,5.20387233336565
184,5.663913842115979
185,4.468448491994731
186,4.767553913999629
187,6.10852445677817
193,5.900866807980749
196,4.985500430304885
198,4.960829402719322
199,4.608809242675524
201,4.4118135984045574
202,4.793651119424757
203,4.650436338198437
229,4.2054486578780494
301,5.315355440963876
322,5.3423921974470785
332,5.110017157419238
333,5.06495544184077
334,5.26052755022322
336,4.610241909169514
337,4.434628227636725
338,4.6469721629965814
339,5.2935993718288685
340,5.186332757963926
343,5.4045333724884
