"network","n_verum","n_placebo","verum_med","placebo_med","effect_verum_minus_placebo","perm_p","perm_q"
"Sensorimotor",17,18,-0.43817876402025,0.349902731030898,-1.14616318909931,0.0715928407159284,0.0825917408259174
"Salience",17,18,-0.447211069303583,0.171888212691107,-1.24665872183336,0.0753924607539246,0.0825917408259174
"Dorsal Attention",17,18,-0.486422672796352,0.156158942010327,-1.03574256032995,0.0488951104889511,0.0825917408259174
"Central Executive",17,18,-0.426096414212832,0.251061154791673,-0.978100660010094,0.0825917408259174,0.0825917408259174
"Default Mode",17,18,-0.276673614420133,0.237384196917274,-0.940324198264078,0.074992500749925,0.0825917408259174
