Timepoint,1,2,3,4,5,6,7,8,9,10,11
0,4.179403185844421,1.9690380455279837,4.751803870103797,8.89855767391166,-9.275687743206413,-0.24851677369098274,6.300100569822351,-0.8176815023227614,6.561199767857182,0.7243430938343612,1.8312640120180286
1,1.3663046542479067,1.9739744686806688,0.5207248488251044,-22.950265840608246,28.150088689765152,-12.961953636030762,-1.3982962160086145,4.085329848284624,-4.247214649404798,-19.734287670680455,-0.7216644449805727
2,-2.3963490639414107,-6.288050467262463,7.950779778616769,13.97726182305083,40.510957352969115,24.537070787682826,-6.614665656673665,7.79703459280486,1.2977722901470807,-10.765613271265615,-3.2840769753164176
3,-19.399374144417898,0.4975965266325036,11.635391118271011,4.516331446414092,-5.381159714290074,2.0957809589347063,-7.690119015927217,-1.5795796294601596,4.067630906494296,-9.173883384739867,1.8784773446315406
4,1.0898455816264054,0.09908075235327896,-2.065883809206437,-5.576440876843978,-5.914699694331811,8.68737661291142,-6.288822945283384,7.3457532549390985,8.071035272004654,-9.461656147804188,3.2666438591419436
5,-4.708903357994799,-6.01374063078238,-2.064704183413058,9.896354441131864,0.6307915230186618,-12.501512694115542,4.583364294879899,-0.7085107464571389,-1.6422051410285794,-1.668577131112011,-0.8338235758092939
6,-4.5366755538448995,-4.388853896029142,0.027081566273557896,8.62612891562131,38.05419869325599,9.699998609873713,0.4880812119464485,7.527104881345009,6.886903610764717,3.711392403561242,-13.162244691532486
7,-1.9813970585866851,5.531815499675517,15.194670617580414,10.87481716944247,-14.65706542195106,13.504630723778082,-1.051003828340647,5.23814704056297,10.510305314039698,-12.39916564539379,-2.4824447928338635
8,15.16041189599402,5.809965257741967,17.965526055316534,10.487773345441234,-19.677013207455072,7.241761373013866,4.2187492044604555,2.893107940956038,7.668126258923083,-0.9195918307012442,3.2467151320710474
9,15.711685529776982,8.263437887843775,-1.8551152356121006,0.9843076102587641,-14.260528742050639,12.952553944928306,11.443416865504517,0.705625405116957,8.800736889547231,5.68297771166782,4.283018872597996
10,-0.7006813451951864,2.4080841304088128,14.859561852046422,3.0077100189364687,6.308469791801608,1.6740373397360042,7.502435502349114,-2.0512516802671006,13.548988259568507,-10.417397162135767,-3.593644980569275
11,-11.747411165918622,4.6708157987010726,7.351757840386459,19.298822855462834,30.892382621765137,14.076279759407043,-5.081728525915924,-0.5540978160439706,5.528607512006954,-7.9276031766619,-6.247660158848276
12,-6.283398901929661,15.213690014822143,1.1878400773418194,17.507585301691172,8.356599766380933,3.2829928620129216,-1.367331896509443,4.766365478233415,0.8661031315521318,-1.2749677872171208,-4.699774693469612
13,8.374791019120995,4.947752455059363,5.264490325840152,-7.3536608249557265,7.649582249777658,8.934453857188322,-4.997478910854885,-4.361286403573289,5.8786777136277175,-4.818236976253743,1.8412362799352529
14,-6.01038784700997,6.872467461897402,-0.2758513220718929,-0.859845658954309,14.077844619750977,1.623064364705767,2.862855152207978,5.302157142035644,1.2841805560248238,-4.95811787430121,3.726455580215065
15,0.9789989481166917,2.2123822308316523,-2.543662433721581,-13.689002934159065,8.821763680905711,-6.254687630400365,3.403876059365516,4.508336183367943,-1.0866228651293381,0.832376337477139,-7.597987011987335
16,-17.013757282373856,5.146900419525954,4.537999189629847,7.1127046030394885,13.592400088602183,18.679190899644578,6.707051168899147,3.2355465469311695,-2.267802671510346,-3.17958479481084,-5.297497152065744
17,-0.36992424604844076,-0.6645917065289556,5.752137935891444,8.071057981678418,0.061165396048098196,-8.238819695705054,4.750773459264287,9.359389320928223,2.3461512860899068,-7.640902865906151,6.78076399908382
18,0.725951294509732,-9.180571449046232,-5.853875172381499,-0.3606880246376505,-12.836418255251282,-2.524393792055091,1.6744394837593546,-0.5075886573414413,2.282796870689003,-6.0988640602754085,2.6859792148580355
19,3.1065383784624996,-1.1141687409610164,9.17978175440613,-7.72716380625355,-9.363784139253655,-8.764980389451495,-1.9504308956010001,-3.017349358724088,4.663561680487224,-6.046260011439421,-2.0762586909897474
20,-3.850442505916771,-8.18398401384451,6.621656236904008,-6.1161224282517725,-1.3411574978761527,-19.641700596225505,5.030234443898103,-3.14345421809323,3.8532888348005256,-13.725160783650924,4.202979873029554
21,7.074583183137738,0.13533463526745232,1.9953958209680052,11.665511494996597,31.623766767735383,12.714350196779991,0.9469736495188305,4.4869566596284205,12.741366544548345,1.823167002930933,9.785165922982353
22,-4.3211458921432495,-3.740058998064119,6.266501606727133,13.649457289248097,10.673138965149315,22.510509736683904,-7.22993877590919,-8.060614523838977,7.667846469246611,-1.4262655143226897,8.752309400208143
23,-18.91638753411113,-6.5062955420236195,7.606326692414527,-12.68787280880675,-25.65145324201,-1.5649388292614295,-0.9056364641505845,-4.8754711119191985,-4.519221136156394,-16.773625091630585,-5.397778290875104
24,-6.279728328695103,1.4872513462086112,-13.712140934807914,-2.469679730279105,-46.85376792537923,21.98533831992928,6.031173397083672,2.865610192016679,0.03327160587116164,4.855150884511519,7.914366964174777
25,-0.7793400944495688,3.221438236382543,-4.902170827498241,-4.909925150627992,36.23096296495321,-1.2727637680209414,5.786607997758048,6.340274600958337,-4.345521050752426,-5.914370974715875,3.530392697423088
26,-10.439919357093013,6.127894047571688,-7.662771970641856,-13.057918791868248,43.815617259667846,9.555580830087466,-3.387051027648303,0.9006981192802896,-5.673317220746254,-7.894771808264207,-2.9291134659124882
27,-0.06638895051211727,3.350734772122636,6.059828196253095,5.055521225442692,42.84668343894336,0.37268179533432944,-10.475480825317149,1.9486542947742405,-8.834278220196767,-5.352071394117511,1.804604161758812
28,2.9310954467450476,-1.5517483694212777,6.716678708183522,5.510886404891403,-6.907072417590083,2.726224252155849,2.6024586315057716,3.0279127754727186,3.514182856800605,-1.9355621952183393,0.6520639003577585
29,11.18635753831085,-5.1824519698869205,-17.14962917140552,-0.5179623085625318,-15.004715671344679,12.963601681650902,5.092573198736931,-1.2384184320666352,11.398367918267542,10.91119796098495,-3.1367068740786337
30,-12.304626109648725,-4.042328658456705,-15.282525046139348,-22.570647088848816,21.23247920250406,-17.281508720650965,-0.780893267037309,1.251560630238786,7.767909684351513,-11.832654313165314,0.590360409447125
31,7.936560333991538,-0.4700367669669949,0.7154733245165981,-12.20839518673566,31.53327511767952,-8.448496263474226,9.451070004579972,4.465495068199781,4.9118757485126965,-7.697142234870365,-1.919583038407929
32,4.119392509363135,-2.6769507807128283,3.393084467673788,9.105123154971064,-12.432376190107696,-4.057290114918533,4.834701873324051,1.9953550440924508,-4.121077197546861,3.50178939833933,-1.0166921677942178
33,5.736609961305346,0.10013013047983452,6.089272626808712,-12.282835585122205,9.19560554806067,0.6196190866888786,11.84626265447967,5.505356295984619,2.186898843670378,-16.818157558538477,-4.602097417627062
34,-8.722652564243395,-7.260709636065425,0.6509395034945741,-29.874456330221527,-3.0907427899691524,-14.891723827439911,11.797150350346858,-3.7388802768320453,13.913906134969118,-3.1946879315133,5.954872208286305
35,-16.10529514843104,-7.565750435907013,2.570480200252971,-7.916057166168276,1.0089267516622737,4.414015481970748,3.271977570592141,-2.0151465370947,1.1232579386964137,-6.222787250973741,-0.444622598436414
36,-15.724420520724083,-0.4727663989273869,1.844993036620471,17.033746507703043,7.640397465958888,5.259762574823535,2.1619561901506112,4.019690734999521,0.9077538887456972,-16.357573484887883,5.4316432500372125
37,-0.9059186851491734,0.949615619316393,-13.899254949725403,-2.8356246753614776,-11.84848747083119,-9.048467112667097,7.993706014691567,3.288636720302154,7.472191119680599,-7.345687269860385,-0.7067405776101716
38,0.8459293440896638,0.566478291336371,-15.706430980137416,-10.80407350403922,6.2527191006407445,-12.22536835317709,10.076833203130839,2.8281973343418567,4.371978939795981,15.098633200538401,1.7324113906646261
