roi_id,sampen
24,5.3011695347205645
103,5.169925001442312
104,4.93799619584938
107,4.120578948064106
124,4.303780748177103
173,5.294183104404458
174,5.206058787496025
175,3.5840582731510424
204,5.016808287686554
283,5.466978427690646
304,4.618719189097353
353,4.739218045897585
354,5.0955226110442915
355,3.898919884499939
