roi_id,sampen
1,3.700439718141092
2,4.898379095753001
3,5.637429920615292
4,3.5674750739923153
5,3.853309555403675
6,3.3353146485022727
7,4.024247546246678
13,3.6891370690755907
16,4.149747119504682
17,3.617383978413534
18,3.811120113514147
19,4.8864988067773405
20,4.100901215575144
21,3.899748526364499
22,4.053792817360703
23,4.318224126123943
48,3.5739913829001533
49,4.016913382936346
121,5.763765653509922
142,4.426264754702098
152,3.6582114827517946
153,4.92283213947754
154,4.234661258669712
156,5.006134786172102
157,4.300937197971389
158,4.360953251869425
159,4.60422440288179
160,5.114486015016886
163,3.797012977836145
181,4.0263976900646075
182,4.1416913207133685
183,5.0495282708298905
184,3.9541963103868754
185,4.018593866575264
186,3.884786408901655
187,4.247927513443586
193,3.6202198255074864
196,3.9642780777660382
198,3.5013832711424495
199,3.9128893362299615
201,4.175258445745353
202,4.096215315259304
203,3.8644553292881216
229,3.605311146112959
301,4.947018708313829
322,3.9564107314523174
332,3.874025961702892
333,4.07915953751913
334,4.668378508908794
336,3.9464189597951562
337,3.969078110387129
338,3.9442905674137125
339,3.610802505656416
340,5.063009797525801
343,3.8791456051256143
