roi_id,sampen
1,4.599204423296935
2,4.017163791825908
3,4.005454430092108
4,4.287576590096585
5,3.53317995861861
6,3.546801505727565
7,4.057030945036379
13,4.471305718925589
16,3.691709313036556
17,3.627273305579121
18,3.2249190332622444
19,3.9498461605105906
20,3.744870792251552
21,3.502131317623759
22,3.8710898741806723
23,4.531901256969743
48,3.463370720172201
49,3.7093413464578537
121,5.050626073069968
142,3.5962336130561767
152,4.110131916600055
153,4.284280807969494
154,4.275278001588541
156,3.7648351447776736
157,3.345486384368333
158,4.0104166159453385
159,3.6065647552063673
160,4.334601924922473
163,2.949016071281195
181,4.174497731232137
182,3.6009857628513164
183,4.303191532305776
184,3.670760373476386
185,3.759594504840996
186,3.3725541679573303
187,4.636624620543649
193,3.494372459645783
196,3.2796806860695633
198,3.241544982859575
199,4.356600672542142
201,2.898888471523547
202,3.1190526716437637
203,3.6046807353356614
229,3.186898080046026
301,4.497670422924989
322,3.810338780496426
332,4.17306470897288
333,4.282439805006387
334,4.157729704472007
336,3.258986091588256
337,3.7802663485303887
338,4.38896231652038
339,3.746425923415272
340,4.275443192524874
343,3.8694925864521155
