roi_id,sampen
24,3.7716632149142955
103,6.3110671022555955
104,4.906890595608519
107,4.736401931318291
124,4.297036919345652
173,5.040015678847879
174,5.0263976900646075
175,4.108202749776972
204,3.919490632388152
283,5.014020470314935
304,3.848504094129479
353,4.5990376859328785
354,3.9541963103868754
355,3.5540095723922445
