"Time_pairwise","Group_pairwise","Category_pairwise","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"(ses-01) - (ses-02)","placebo - verum","Interoception - nonself",0.167119541760524,0.0626866639841471,9408.94466267615,0.0442401308931353,0.289998952627914,2.66595047716668,0.00769021909908555
