"category_revpairwise","session_revpairwise","group_revpairwise","estimate","SE","df","lower.CL","upper.CL","t.ratio","p.value"
"nonself - Interoception","(ses-02) - (ses-01)","verum - placebo",-0.167119541760549,0.0550660387155796,4835.22615874672,-0.275074017706605,-0.0591650658144924,-3.0348931148604,0.00241901000504471
